```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Citizens Bancorp of Winfield,"Inc."","Winfield","2017","Russell Carothers","Common Stock","1162","46%"
"Citizens Bancorp of Winfield,"Inc."","Winfield","2017","Robert L. Carothers","Common Stock","1030","40%"
"Citizens Bancorp of Winfield,"Inc."","Tuscaloosa","2017","William A. Hill,"Jr."","Common Stock","132","5%"
"Citizens Bancorp of Winfield,"Inc."","n/a","2017","NONE","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Citizens Bancorp of Winfield,"Inc."","Director,"Chairman & CEO"","Russell Carothers","Director,"Chairman","& CEO"","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director & Vice President","Robert L. Carothers","Director & Senior Vice President","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director,"Vice Chairman & President"","Christian Hill Carothers","Director,"Vice Chairman & President"","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director & Lead Director","Jimmy Dickinson","Director","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director","Paul B Wilson","Director","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director","Raymond C Spann,"Jr."","Director","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director","William A Hill,"Jr."","Director","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director & Corporate Sec","Tamra P Trull","Director,"Exec. Vice President","Cashier & Corporate Sec"","Citizens Bank","2017"
"Citizens Bancorp of Winfield,"Inc."","Director","John S Garner","Director","Citizens Bank","2017"
```
