```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Southern Bancshares,"Inc."","Florence,"AL"","2022","Charles C Anderson","Common Stock","696899","12%","n/a"
"First Southern Bancshares,"Inc."","Florence,"AL"","2022","Joel Anderson Estate","Common Stock","608447","11%","n/a"
"First Southern Bancshares,"Inc."","Muscle Shoals,"AL"","2022","Todd C Ouellette","Common Stock","307184","5%","n/a"
"First Southern Bancshares,"Inc."","Nashville,"TN"","2022","Ashley Anderson Trust","n/a","510569","8%","n/a"
"First Southern Bancshares,"Inc."","Nashville,"TN"","2022","Joel R. Anderson II Trust","n/a","306432","5%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Southern Bancshares,"Inc."","Director","Carson Anderson","President","American Promotional Events,"Inc."","2022","American Promotional Events,"Inc. - President"","n/a"
"First Southern Bancshares,"Inc."","Director/Chairman of the Board","Charles C Anderson","Partner","Anderson & Anderson,"LLC"","2022","Anderson & Anderson,"LLC - Partner"","n/a"
"First Southern Bancshares,"Inc."","Director/Chairman of the Board","Charles C Anderson","Manager","FS Insurance Services","2022","Anderson & Anderson,"LLC - Partner"","n/a"
"First Southern Bancshares,"Inc."","Director/Chairman of the Board","Charles C Anderson","LLC Manager","KLNH Fund,"LLC"","2022","Anderson & Anderson,"LLC - Partner"","n/a"
"First Southern Bancshares,"Inc."","Director/Chairman of the Board","Charles C Anderson","LLC Manager","Rarities,"LLC"","2022","Anderson & Anderson,"LLC - Partner"","n/a"
"First Southern Bancshares,"Inc."","President/CEO","Joseph L. Beaver","President","FS Insurance Services","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Billy B Bridgeforth","President","Arkansas River Rice,"LLC"","2022","Darden Bridgeforth & Sons - Manager","n/a"
"First Southern Bancshares,"Inc."","CFO","Trent Jordan","CFO","n/a","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Kimberly Kraft","Chief Financial Officer","American Promotional Events,"Inc."","2022","American Promotional Events,"Inc.-CFO"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Owner/Chairman","McCo,"Inc"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","CSJ & Associates,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","McVantage Packaging,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","Rivertown Associates,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","Rivertown Holdings/Compliance Management,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","McKinney Estates,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Chester L McKinney,"Jr"","Manager","MSL - Wolf Holdings,"LLC"","2022","McCo,"Inc Owner/Chairman"","n/a"
"First Southern Bancshares,"Inc."","Executive Vice President","Frank J Niedergeses III","n/a","n/a","2022","Senior Lending Officer","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President","CMM Finance,"Inc"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Member/Manager","CMM Wildlife and Land Development,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Manager/Member","Dealer Insurance Services,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Member/Manager","Hurricane Creek,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/Director","Ideal Media,"Inc"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Partner (Member)","Ivory Tower,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/Member","L&T,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Partner","LLF Group Reinsurance Company,"LTD"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Member/Manager","LLRR Properties,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President","LLRR Reinsurance Company,"LTD"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/CEO","Long-Lewis of Selma,"Inc"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/CEO","Long-Lewis Ford of the Shoals,"Inc."","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/CEO","Long-Lewis of the River Region,"Inc."","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","President/Director","Media & More,"Inc"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Member/Manager","Ouellette Family,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Partner","Ouellette Reinsurance Company,"LTD"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Partner (Director)","ProX Power Sports,"Inc"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","Todd C Ouellette","Partner (Director)","Saint Development,"LLC"","2022","n/a","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Chairman","Geomarc,"Inc"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member/Manager","Saint Development,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member/Manager","SCF,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Vice-President","Shoals Outdoor Sports,"Inc."","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member/Manager","TCO Properties,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member/Manager","TCO Supplies,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","President/Director","O&A,"Inc."","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","n/a","W'Let's Boat,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member/Manager","O&S,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","CEO/Chairman","Long-Lews of Hoover","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","CEO/Chairman","Long-Lewis of Corinth","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Member,"Manager"","LLHV Properties,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","n/a","KT Holdings,"LLC"","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","George D Pillow,"Jr"","Chairman","N8EF Joint Partnership","2022","Geomarc,"Inc - Chairman"","n/a"
"First Southern Bancshares,"Inc."","Director","Joel R Anderson Estate","Chairman","Delta Five,"Inc"","2022","Senator Coaches,"Inc - Owner/Manager"","n/a"
"First Southern Bancshares,"Inc."","Director","Joel R Anderson Estate","Member","Eagleview LLC","2022","Senator Coaches,"Inc - Owner/Manager"","n/a"
"First Southern Bancshares,"Inc."","Director","Joel R Anderson Estate","Manager","Evergreen,"Ltd"","2022","Senator Coaches,"Inc - Owner/Manager"","n/a"
"First Southern Bancshares,"Inc."","Director","Joel R Anderson Estate","Shareholder","Odette,"Inc"","2022","Senator Coaches,"Inc - Owner/Manager"","n/a"
"First Southern Bancshares,"Inc."","Director","Joel R Anderson Estate","Director","TRAX Insurance LTD","2022","Senator Coaches,"Inc - Owner/Manager"","n/a"
```
