```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Community Bancshares of Mississippi,"Inc."","Memphis,"TN"","2017","First Tennessee Bank,"National Association"","n/a","n/a","n/a","n/a"
"Community Bancshares of Mississippi,"Inc."","Flowood,"Mississippi"","2017","Thomas W. Colbert","n/a","873149","23.50%","n/a"
"Community Bancshares of Mississippi,"Inc."","Flowood,"Mississippi"","2017","Colbert Stock,"L.P."","n/a","489614","13.18%","n/a"
"Community Bancshares of Mississippi,"Inc."","Brandon,"Mississippi"","2017","Community Bancshares of Mississippi,"Inc. Employee Stock Ownership Plan"","n/a","651723","17.54%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Chairman Emeritus","Community Bank of Mississippi","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Chairman Emeritus","Community Bank,"Ellisville","Mississippi"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Director Emeritus","Community Bank,"Coast"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Director Emeritus","Community Bank,"North Mississippi"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Chairman of the Board","Bankers Capital Corporation","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Chairman and President","Colbert Foundation","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","General and Limited Partner","Colbert Stock,"L.P."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","General and Limited Partner","Colbert Family,"L.P."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Sole Member","Refuge LLC","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Senior Chairman of the Board","Thomas W. Colbert","Chairman and Director","CB Foundation,"Inc."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Chairman of the Board","Freddie J. Bagley","Vice Chairman","Community Bank of Mississippi","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Chairman of the Board","Freddie J. Bagley","Senior Chairman of the Board","Community Bank,"Ellisville","Mississippi"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Chairman of the Board","Freddie J. Bagley","Director Emeritus","Community Bank,"Coast"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Chairman of the Board","Freddie J. Bagley","Director Emeritus","Community Bank,"North Mississippi"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Chairman of the Board","Freddie J. Bagley","President and Director","CB Foundation","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","President Chief Executive Officer","Charles W. Nicholson,"Jr."","Senior Chairman of the Board","Community Bank,"Coast"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","President Chief Executive Officer","Charles W. Nicholson,"Jr."","Chairman of the Board","Community Bank of Mississippi","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Operating Officer","David M. Hughes","Chairman of the Board","Community Bank,"Coast"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Operating Officer","David M. Hughes","Director","Community Operations,"Inc."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Administration","B. Darrell Brown","Vice Chairman","Community Bank of Mississippi","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Administration","B. Darrell Brown","Director","Community Operations,"Inc."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Credit Officer","Wyman M. Jones","Vice Chairman","Community Bank,"North Mississippi"","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Finanical Officer","Timothy P. Gray","Chief Financial Officer","Community Operations,"Inc."","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Finanical Officer","Timothy P. Gray","Senior VP and CFO","Bankers Capital Corporation","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Finanical Officer","Timothy P. Gray","Chief Financial Officer","Community Bank of Mississippi","2017","Banker","n/a"
"Community Bancshares of Mississippi,"Inc."","Vice Chairman Chief Finanical Officer","Timothy P. Gray","Chief Financial Officer,"Director"","Community Bank,"Ellisville","Mississippi"","2017","Banker","n/a"
