```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Grand Financial Corporation","Hattiesburg,"USA"","2019","Edward J. Langton","common stock","215429","95.7879%","n/a"
"Grand Financial Corporation","Hattiesburg,"USA"","2019","Edward J. Langton","n/a","122001.22","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Grand Financial Corporation","CEO & Director","Edward J. Langton","CEO","Mortgage Funding Corp","2019","n/a","n/a"
"Grand Financial Corporation","CEO & Director","Edward J. Langton","CEO","MacLeod Publishing","2019","n/a","n/a"
"Grand Financial Corporation","CEO & Director","Edward J. Langton","CEO","Unicap Inc.","2019","n/a","n/a"
"Grand Financial Corporation","President and Director","Rucker W. Howell","Pres","Mortgage Funding Corp","2019","n/a","n/a"
"Grand Financial Corporation","Vice President & Director","Bill Rogers","Owner","Clean Air Services","2019","Owner- Clean Air Services","n/a"
"Grand Financial Corporation","Director","Fred T Hight,"Jr."","Retired","n/a","2019","n/a","n/a"
"Grand Financial Corporation","Secretary & Director","Cary E. Williams","Owner","Williams CPA","2019","Owner - Williams CPA","n/a"
"Grand Financial Corporation","Director","Wesley Griffin","Owner","Griffin Insurance Services","2019","Owner- Griffin Insurance Services","n/a"
"Grand Financial Corporation","Director","Robert Cornett","Owner","The Cornett Group","2019","Owner - The Cornett Group","n/a"
```
