```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FineMark Holdings,"Inc."","Cleveland,"OH"","2021","STRATEGIC VALUE OPPORTUNITIES LP","Common Stock","969697","8%","n/a"
"FineMark Holdings,"Inc."","Cleveland,"OH"","2021","STRATEGIC VALUE OPPORTUNITIES LP","Options to purchase Common Stock","0","0%","n/a"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2021","DAVID LUCAS","Common Stock","1365940","11%","n/a"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2021","DAVID LUCAS","Options to purchase Common Stock","0","0%","n/a"
"FineMark Holdings,"Inc."","Chicago,"IL"","2021","BANC FUND LP","Common Stock","621061","5%","n/a"
"FineMark Holdings,"Inc."","Chicago,"IL"","2021","BANC FUND LP","Options to purchase Common Stock","0","0%","n/a"
"FineMark Holdings,"Inc."","n/a,"n/a"","2021","John Blais,"Jr."","Common Stock","546206","4%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FineMark Holdings,"Inc."","Director","Richard Beightol","n/a","RJB Investments","2021","Consultant for Trustmark Life Insurance Company","n/a"
"FineMark Holdings,"Inc."","Director","Edward Beimfohr","n/a","Windels Marx Lane & Mittendorf LLP","2021","Partner of the law firm","n/a"
"FineMark Holdings,"Inc."","Director","Aurelia Bell","n/a","Arrowhead Partners,"Inc."","2021","President Arrowhead Partners,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director Emeritus","John Blais,"Jr."","n/a","n/a","2021","Owner of Blaisco a holding company that owns ten companies","n/a"
"FineMark Holdings,"Inc."","Director","Michael Carron,"M.D."","n/a","Radiology Regional Center LLC","2021","Interventional Radiologist","n/a"
"FineMark Holdings,"Inc."","Director","Michael Carron,"M.D."","n/a","805 Del Prado Building Partnership","2021","Interventional Radiologist","n/a"
"FineMark Holdings,"Inc."","Director","Thomas Case","n/a","Case Pearlman Holdings,"Inc"","2021","Chairman the Case Companies","n/a"
"FineMark Holdings,"Inc."","Director & President & CEO","Joseph Catti","n/a","n/a","2021","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","ABDE,"LLC"","2021","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","GSC,"LLC"","2021","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","HABB,"LLC"","2021","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","ABCL,"LLC"","2021","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Scott Edmonds","n/a","Mainline Realty","2021","Retired President & CEO of Chico's FAS,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","Tracey Galloway","n/a","n/a","2021","District Director of Development for Edison College Foundation,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","William Horowitz","n/a","n/a","2021","Attorney and principal of Cummings & Lockwood LLC.","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","n/a","Clive Daniel Home,"LLC."","2021","CEO Clive Daniel Home,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","n/a","Derby Rd Ltd","2021","CEO Clive Daniel Home,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","n/a","Lubner Family Ltd","2021","CEO Clive Daniel Home,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","n/a","Lubner Kallmeyer Ltd","2021","CEO Clive Daniel Home,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director & Chairman","David Lucas","n/a","Bonita Bay Group","2021","Chairman of the Board,"the Bonita Bay Group"","n/a"
"FineMark Holdings,"Inc."","Director","Vito Manone","n/a","Manone Investments,"Inc."","2021","President of Manone Investments","n/a"
"FineMark Holdings,"Inc."","Director","Vito Manone","n/a","Cibola Vista LLC","2021","President of Manone Investments","n/a"
"FineMark Holdings,"Inc."","Director","Alan Reynolds","n/a","WilsonMiller,"Inc."","2021","Chairman and CEO of WilsonMiller,"Inc."","n/a"
"FineMark Holdings,"Inc."","Director","Lee Seidler","n/a","n/a","2021","Retired professor of Accounting at New York University's Graduate School of Business","n/a"
"FineMark Holdings,"Inc."","Director","William Turner","n/a","n/a","2021","Former CEO & Chairman of PNC Bank,"Dean of the College of Business at Stony Brook University"","n/a"
"FineMark Holdings,"Inc."","Director","Martin Wasmer","n/a","Wasmer & Schroeder & Co.","2021","CEO Wasmer Schroeder & Co.","n/a"
"FineMark Holdings,"Inc."","Director","Martin Wasmer","n/a","USC Realty","2021","CEO Wasmer Schroeder & Co.","n/a"
```
