```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"PBD Holdings,"LLC"","Ooltewah,"TN"","2021","P. Byron DeFoor","Membership interest","n/a","100%","n/a"
"Millennium Bancshares,"Inc."","Chattanooga,"TN"","2021","PBD Holdings,"LLC"","Common Stock","3472056","74%","n/a"
"AB&T Financial Corporation","Chattanooga,"TN"","2021","PBD Holdings,"LLC"","Common Stock","17971603","57%","n/a"
"AB&T Financial Corporation","Gastonia,"NC"","2021","Charles L. Yates","Common Stock","3450000","11%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"PBD Holdings,"LLC"","Principal Securities Holder","PBD Holdings,"LLC"","n/a","n/a","2021","n/a","n/a"
"Millennium Bancshares,"Inc."","EVP","Karen H. Billingsley","n/a","n/a","2021","EVP Human Resources","n/a"
"Millennium Bancshares,"Inc."","Director","Dan M. Boyd IV","President & CEO","Times Oil Corporation","2021","Banker","n/a"
"Millennium Bancshares,"Inc."","Director","A. Blake DeFoor","Director","Focus Healthcare of Tennessee,"LLC"","2021","Behavioral Health","n/a"
"AB&T Financial Corporation","Principal Securities Holder","PBD Holdings,"LLC"","n/a","n/a","2021","n/a","n/a"
"AB&T Financial Corporation","President & CEO","Dan M. Boyd IV","Director","Millennium Bancshares,"Inc."","2021","Director","n/a"
"AB&T Financial Corporation","Director","A. Blake DeFoor","Director","Millennium Bancshares,"Inc."","2021","Behavioral Health","n/a"
"Millennium Bancshares,"Inc."","Director","Kenneth J. DeFoor","n/a","n/a","2021","Real Estate Development","n/a"
"AB&T Financial Corporation","Director","Kenneth J. DeFoor","n/a","n/a","2021","Real Estate Development","n/a"
"Millennium Bancshares,"Inc."","Director","H. Kenton Hamilton","n/a","n/a","2021","Retired","n/a"
"AB&T Financial Corporation","Director","Michael E. Haskew","n/a","n/a","2021","Banker","n/a"
"Millennium Bancshares,"Inc."","Director","Michael E. Haskew","n/a","n/a","2021","Banker","n/a"
"Millennium Bancshares,"Inc."","Director & EVP","Gregory A. Henry","n/a","n/a","2021","n/a","n/a"
"AB&T Financial Corporation","Director","Gregory A. Henry","n/a","n/a","2021","n/a","n/a"
"Millennium Bancshares,"Inc."","EVP","Paul D. Ragland","n/a","n/a","2021","n/a","n/a"
"AB&T Financial Corporation","EVP","Paul D. Ragland","n/a","n/a","2021","n/a","n/a"
"Millennium Bancshares,"Inc."","Director & EVP","Suzanne M. Norris","n/a","n/a","2021","n/a","n/a"
"AB&T Financial Corporation","Chief Financial Officer","Roger A. Mobley","n/a","n/a","2021","n/a","n/a"
"Millennium Bancshares,"Inc."","Director & Vice Chairman","Craig D. Taylor","n/a","n/a","2021","Asset Manager","n/a"
"AB&T Financial Corporation","Director & Vice Chairman","Craig D. Taylor","n/a","n/a","2021","Asset Manager","n/a"
"AB&T Financial Corporation","Chairman of the Board","Terry L. Lee","n/a","n/a","2021","Banker","n/a"
"Millennium Bancshares,"Inc."","Chairman of the Board","Terry L. Lee","n/a","n/a","2021","Banker","n/a"
```
