Here are the two CSV tables extracted from the document:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"B.P.C. Corporation","Monterey","2015","Jack P. Ray,"Sr."","Common Stock","100847","49.9990%"
"B.P.C. Corporation","Monterey","2015","2006 Jack P. Ray Irrevocable Succession Trust","Common Stock","0","0.0000%"
"B.P.C. Corporation","Monterey","2015","W.T. Ray,"Jr."","Common Stock","100848","49.9995%"
"B.P.C. Corporation","Cookeville","2015","Elizabeth Ann Ray Fournet 2007 Investment Services Trust","Common Stock","3","0.0015%"
"B.P.C. Corporation","Cookeville","2015","Elizabeth Ann Ray Fournet","Common Stock","0","0.0000%"
"B.P.C. Corporation","Monterey","2015","Jack P. Ray,"Sr."","Common Stock","0","0.0000%"
"B.P.C. Corporation","Monterey","2015","2006 Jack P. Ray Irrevocable Succession Trust","Common Stock","907623","49.9990%"
"B.P.C. Corporation","Monterey","2015","W.T. Ray,"Jr."","Common Stock","907632","49.9995%"
"B.P.C. Corporation","Cookeville","2015","Elizabeth Ann Ray Fournet 2007 Investment Services Trust","Common Stock","0","0.0000%"
"B.P.C. Corporation","Cookeville","2015","Elizabeth Ann Ray Fournet","Common Stock","27","0.0015%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Bank of Putnam County","Director & Chairman of Board","Jack P. Ray,"Sr."","n/a","n/a","2015"
"Bank of Putnam County","Director & Vice President","W.T. Ray,"Jr."","n/a","n/a","2015"
"Bank of Putnam County","Director","Elizabeth Ray Fournet","n/a","n/a","2015"
"Bank of Putnam County","Director of Community Relations","Gary L. Medley","EVP & Chief Financial Officer","n/a","2015"
"Bank of Putnam County","Director","David Williamson","Director & Secretary/Treasurer","n/a","2015"
"Bank of Putnam County","Director","Doug Parkey","Director & President & CEO","n/a","2015"
"Bank of Putnam County","Director","Norman Copeland","EVP","n/a","2015"
"Bank of Putnam County","Director","Randy Bond","n/a","n/a","2015"
"Bank of Putnam County","Director","Randy York","n/a","n/a","2015"
"Bank of Putnam County","Director","Thomas Jones","n/a","n/a","2015"
"Bank of Putnam County","Director","Bailey Fred Allred","n/a","n/a","2015"
"Cumberland County Bank","Director & Chairman of the Board","Jack P. Ray,"Sr."","n/a","n/a","2015"
"Cumberland County Bank","Director & Vice President","W.T. Ray,"Jr."","n/a","n/a","2015"
"Cumberland County Bank","Director","Elizabeth Ray Fournet","n/a","n/a","2015"
"Cumberland County Bank","Director of Community Relations","Gary L. Medley","EVP & Chief Financial Officer","n/a","2015"
"Cumberland County Bank","Director","David Williamson","Director & Secretary/Treasurer","n/a","2015"
"Cumberland County Bank","Director","Doug Parkey","Director & President & CEO","n/a","2015"
"BPC Insurance Services","Director & Chairman of the Board","Jack P. Ray,"Sr."","n/a","n/a","2015"
"BPC Insurance Services","Director & Vice President","W.T. Ray,"Jr."","n/a","n/a","2015"
"Hitchco Reinsurance Company","Director","Jack P. Ray,"Sr."","n/a","n/a","2015"
"Hitchco Reinsurance Company","Director","W.T. Ray,"Jr."","n/a","n/a","2015"
"BPC Real Estate Services Inc","Director","Jack P. Ray,"Sr."","n/a","n/a","2015"
"BPC Real Estate Services Inc","Director","W.T. Ray,"Jr."","n/a","n/a","2015"
"CCB Real Estate Services Inc","Director","Jack P. Ray,"Sr."","n/a","n/a","2015"
"CCB Real Estate Services Inc","Director","W.T. Ray,"Jr."","n/a","n/a","2015"
"n/a","Director","Norman Copeland","President","Old Baker Coal Co","2015"
"n/a","n/a","Randy Bond","n/a","n/a","2015"
"n/a","Director","Randy York","President","REI,"LLC"","2015"
"n/a","Secretary","Thomas Jones","n/a","n/a","2015"
"n/a","n/a","Bailey Fred Allred","President","Buckeye Quality Home Health Agv. Inc.","2015"
"n/a","Partner","n/a","n/a","Jack P Ray Irrevocable Trust & W.T.Ray","2015"
```
