Here are the requested CSV tables extracted from the document:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Smith & Hood Holding Company,"LLC"","Amite,"LA"","2022","William K. Hood","N/A - LLC","n/a","50.0%","n/a"
"Smith & Hood Holding Company,"LLC"","Amite,"LA"","2022","Edgar R. Smith III","N/A - LLC","n/a","50.0%","n/a"
"First Guaranty Bancshares,"Inc."","Huntington,"WV"","2022","Marshall T. Reynolds","n/a","2479265","23.1%","n/a"
"First Guaranty Bancshares,"Inc."","Amite,"LA"","2022","William K. Hood","n/a","2758653","25.7%","n/a"
"First Guaranty Bancshares,"Inc."","Amite,"LA"","2022","Smith & Hood Holding Company LLC","n/a","2758653","25.7%","n/a"
"First Guaranty Bancshares,"Inc."","Amite,"LA"","2022","Edgar R. Smith III","n/a","2758653","25.7%","n/a"
"First Guaranty Bancshares,"Inc."","Amite,"LA"","2022","Smith & Hood Investments LLC","n/a","2758653","25.7%","n/a"
"First Guaranty Bancshares,"Inc."","Huntington,"West Virginia"","2022","Douglas V. Reynolds","n/a","2479265","23.1%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Smith & Hood Holding Company,"LLC"","Member","William K. Hood","President of Hood Motor Co.,"LLC"","Hood Motor Co.,"LLC"","2022","n/a","n/a"
"Smith & Hood Holding Company,"LLC"","Director","William K. Hood","Director,"First Guaranty Bancshares","Inc."","First Guaranty Bancshares,"Inc."","2022","n/a","n/a"
"Smith & Hood Holding Company,"LLC"","Director","William K. Hood","Director,"First Guaranty Bank"","First Guaranty Bank","2022","n/a","n/a"
"Smith & Hood Holding Company,"LLC"","Member","Edgar R. Smith","Vice President and CEO","Smitty's Supply Inc.","2022","n/a","n/a"
"Smith & Hood Holding Company,"LLC"","Member","Edgar R. Smith","Director,"First Guaranty Bancshares","Inc."","First Guaranty Bancshares,"Inc."","2022","Vice President and CEO Smitty's Supply Inc.","n/a"
"Smith & Hood Holding Company,"LLC"","Member","Edgar R. Smith","Director,"First Guaranty Bank"","First Guaranty Bank","2022","Vice President and CEO Smitty's Supply Inc.","n/a"
"First Guaranty Bancshares,"Inc."","Director","William K. Hood","President of Hood Motor Co.,"LLC"","Hood Motor Co.,"LLC"","2022","n/a","n/a"
"First Guaranty Bancshares,"Inc."","Director","William K. Hood","Director,"First Guaranty Bank"","First Guaranty Bank","2022","n/a","n/a"
"First Guaranty Bancshares,"Inc."","CEO/President","Alton B. Lewis","CEO/President,"First Guaranty Bank"","First Guaranty Bank","2022","CEO/President,"First Guaranty Bancshares","Inc."","n/a"
"First Guaranty Bancshares,"Inc."","CFO,"Treasurer & Secretary"","Eric J. Dosch","Chief Financial Officer,"First Guaranty Bank"","First Guaranty Bank","2022","Chief Financial Officer,"First Guaranty Bancshares","Inc."","n/a"
"First Guaranty Bancshares,"Inc."","Chairman of the Board of Directors","Marshall T. Reynolds","President & General Manager","Harrah & Reynolds Corp","2022","Chairman of Champion Industries,"Inc."","n/a"
"First Guaranty Bancshares,"Inc."","Board of Directors","Marshall T. Reynolds","Chairman,"First Guaranty Bank"","First Guaranty Bank","2022","Chairman of Champion Industries,"Inc."","n/a"
"First Guaranty Bancshares,"Inc."","Executive Vice President - Business Development","Jack Rossi","Certified Public Accountant,"retired"","Summit Community Bank","2022","n/a","n/a"
"First Guaranty Bancshares,"Inc."","Director","Jack Rossi","Director,"First Guaranty Bank"","First Guaranty Bank","2022","n/a","n/a"
"First Guaranty Bancshares,"Inc."","Director","Vaness R. Drew","Avp/Administrative Officer","First Guaranty Bank","2022","Avp/Administrative Officer","n/a"
"First Guaranty Bancshares,"Inc."","Director","Edgar R. Smith","Vice-President and CEO Smitty's Supply Inc.","Smitty's Supply Inc.","2022","n/a","n/a"
"First Guaranty Bancshares,"Inc."","Director","Edgar R. Smith","Director,"First Guaranty Bank"","First Guaranty Bank","2022","n/a","n/a"
```
