```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CedarStone Financial,"Inc."","Lebanon","2014","Jacqueline W. Cowden","n/a","n/a","6.2%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CedarStone Financial,"Inc."","Director","Kevin D. Bay","President of Bread Manufacturer","Specialty Breads LLC","2014"
"CedarStone Financial,"Inc."","Director","Jacqueline W. Cowden","CEO of Corrugated Display & Package Manufacturer","Custom Packaging","2014"
"CedarStone Financial,"Inc."","Director/President/CEO","Robert L. McDonald Sr.","n/a","n/a","2014"
"CedarStone Financial,"Inc."","Director","Donald E. Moser","n/a","n/a","2014"
"CedarStone Financial,"Inc."","Director","Bancroft O'Quinn,"Jr."","Medical Doctor / Real Estate Investor","Bancroft O'Quinn MD","2014"
"CedarStone Financial,"Inc."","Director/Chairman","Nelson Steed","Retired General Contractor","Cloverdell Properties","2014"
"CedarStone Financial,"Inc."","Director","Paul B. Vantrease,"Jr."","CPA","Church Street Enterprises","2014"
"CedarStone Financial,"Inc."","SVP & CFO","Kenneth K. Mattox","n/a","n/a","2014"
"CedarStone Financial,"Inc."","EVP & Sr. Credit Officer","William H. Stuart","n/a","n/a","2014"
"CedarStone Financial,"Inc."","SVP & Operations Manager","Tina M. Winfree","n/a","n/a","2014"
```
