```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"ABB FINANCIAL GROUP,"INC."","Arlington","2019","Kenneth R. Lehman","Common","2571250","46.94%"
"ABB FINANCIAL GROUP,"INC."","Atlanta","2019","Serguei Kouzmine","Common","392500","7.17%"
"ABB FINANCIAL GROUP,"INC."","Atlanta","2019","Serguei Kouzmine","Preferred","5891","100.00%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Affinity Bank","Director","Kenneth R. Lehman","Director","BVC Capital,"LLC"","2019"
"Affinity Bank","Director/CEO","Edward J. Cooney","President/Director","Affinity Bank","2019"
"Affinity Bank","Director","Leeman Bennett","Director","n/a","2019"
"Affinity Bank","n/a","Frank A. Clayton,"DDS."","Director","Affinity Bank","2019"
"Affinity Bank","SVP/CFO","Brandi Pajot","SVP/CFO","Affinity Bank","2019"
"Affinity Bank","Director","Jeffrey R. Lake","Director","Dixie Electric Company","2019"
"Affinity Bank","Chairman","Robert C. McMahan","Chairman","Affinity Bank","2019"
"Affinity Bank","n/a","Wayne V. Mitsch","Director","Affinity Bank","2019"
"Affinity Bank","n/a","Clark N. Nelson,"Jr"","EVP/CCO","Affinity Bank","2019"
```
