```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"American Bancorp,"Inc."","Macon,"GA"","2018","n/a","n/a","n/a","n/a","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"American Bancorp,"Inc."","Director & Chairman","Michael Gilstrap","Director & Chairman","n/a","2018","Retired","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Premier Hotel Group","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Elite Hotel Management,"LLC"","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","DRAP Adel LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","DRAP Douglas LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","FOCUS HOSPITALITY LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Sneha Inc","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Kirti Enterprises","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Ajit Hospitality Inc.","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","HARP Lodging LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","PAR 2 LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","DRAP Lodging LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","DRAP Airport LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","Park Hotels LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director & Vice-Chairman","Ajitkumar Patel","Director & Vice Chairman","DRAP Sugarloaf LLC","2018","Hotel Owner","n/a"
"American Bancorp,"Inc."","Director","Bhagu Patel","Director","B M Investments,"Inc."","2018","Hotel Owner","n/a"
