```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Camilla Bancshares,"Inc."","Camilla","2018","Willene O'Neal Muggridge Asset Management Trust","n/a","8484","69.3"
"Camilla Bancshares,"Inc."","Camilla","2018","William H. Butler Marital Trust B","n/a","1068","8.7"
"Camilla Bancshares,"Inc."","Camilla","2018","Janet Butler Stallings","n/a","800","6.5"
"Camilla Bancshares,"Inc."","Thomaston","2018","David E. Wright","n/a","760","6.2"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","President","Bank of Camilla","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Director","Camilla Builders Supply Inc","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","CEO","RTM Associates Inc","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Director","RMBC Inc","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Director","RMBC Enterprises LLC","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Partner","RMBC Enterprises","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Partner,"Secretary"","Muggridge & Wimberly Limited LLC","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Secretary","Pelham Oil & Fertilizer Inc","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Partner","Muggridge & Kemp","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Co-Trustee","Willene O'Neal Muggridge Asset Management Trust","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","CEO","619 Mountain Drive,"LLC"","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Manager","R.M.B.C. Real Estate Management,"LLC"","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Co-Trustee","R.M.B.C. Real Estate Trust","2018"
"Camilla Bancshares,"Inc."","Chairman","Ray T. Muggridge,"III"","Co-Trustee","Willene O'Neal Muggridge Life Insurance Trust","2018"
"Camilla Bancshares,"Inc."","Director","E. Butler McDonald","Director","Bank of Camilla","2018"
"Camilla Bancshares,"Inc."","Director","E. Butler McDonald","Director","First Camilla Corp","2018"
"Camilla Bancshares,"Inc."","Director","Donald E. Shirah","Director","Bank of Camilla","2018"
"Camilla Bancshares,"Inc."","Director","Donald E. Shirah","Director","Red Hill Farm Enterprise Inc","2018"
"Camilla Bancshares,"Inc."","Director","Donald E. Shirah","Director","First Camilla Corp","2018"
"Camilla Bancshares,"Inc."","Director","Donald E. Shirah","Chairman","Pinecliff Planters Gin","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Director","Bank of Camilla","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Director","First Camilla Corp","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Secretary","RTM Associates Inc","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Secretary","RMBC Inc","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Partner","RMBC Enterprises LLC","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Partner","RMBC Enterprises","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","CEO","Pelham Oil & Fertilizer Inc","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Partner","Muggridge & Kemp","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Co-Trustee","Willene O'Neal Muggridge Asset Management Trust","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Secretary","R.M.B.C. Real Estate Management,"LLC"","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Co-Trustee","R.M.B.C. Real Estate Trust","2018"
"Camilla Bancshares,"Inc."","Director","Melanie M. Kemp","Co-Trustee","Willene O'Neal Muggridge Life Insurance Trust","2018"
"Camilla Bancshares,"Inc."","Director","Janet B. Stallings","Director","Bank of Camilla","2018"
"Camilla Bancshares,"Inc."","Director","Janet B. Stallings","CEO","Delta Petroleum Products Inc","2018"
"Camilla Bancshares,"Inc."","Director","Janet B. Stallings","Director","First Camilla Corp","2018"
"Camilla Bancshares,"Inc."","Director","Janet B. Stallings","CFO","E. L. Butler Farms Inc","2018"
