```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Flint Community Bancshares,"Inc."","Albany,"GA"","2021","Jim Boyd","n/a","165750","12.93%","n/a"
"Flint Community Bancshares,"Inc."","Fayetteville,"GA"","2021","Wayne Damron","n/a","116500","9.09%","n/a"
"Flint Community Bancshares,"Inc."","Leesburg,"GA"","2021","Henry H. Griffin","n/a","283000","22.07%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Flint Community Bancshares,"Inc."","Director of Holding Co and Subsidiary Bank","Jim Boyd","n/a","LORAC Properties","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co and Subsidiary Bank","Jim Boyd","n/a","Coach & Motor","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co and Subsidiary Bank","Jim Boyd","n/a","BGK Properties","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Wayne Damron","n/a","n/a","2021","Retired","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Harry N. Dorsey","n/a","n/a","2021","Retired","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry Dunn","n/a","n/a","2021","Retired","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","President","n/a","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","Secretary","Wil-Mil Farms","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","CEO","HHG Properties 250","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","Secretary","Pondtoon Boats Dist. Inc.","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","n/a","Lee County Equip LLC","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co.","Henry H. Griffin","n/a","PeerSouth Inc.","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director and EVP of Holding Co. and Director and President of Subsidiary Bank","William F. Griffin","n/a","n/a","2021","n/a","n/a"
"Flint Community Bancshares,"Inc."","SVP of Holding Co. and Subsidiary Bank","Ross Harrison","n/a","n/a","2021","n/a","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Ronnie T. Hinson","Member","RCK LLC","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Ronnie T. Hinson","Member","TD Properties LLC","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Ronnie T. Hinson","Owner","Rolling Thunder LLC","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Ronnie T. Hinson","Member","Demi Properties LLC","2021","Executive","n/a"
"Flint Community Bancshares,"Inc."","Chairman of Board of Holding Co. and Subsidiary Bank","Richard W. Little","n/a","n/a","2021","Retired","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Dunn Stapleton","n/a","n/a","2021","Attorney","n/a"
"Flint Community Bancshares,"Inc."","EVP of Holding Co. and Director and EVP of Subsidiary Bank","Leonard W. Thomas","n/a","n/a","2021","n/a","n/a"
"Flint Community Bancshares,"Inc."","Director and CEO of Holding Co. and Subsidiary Bank","M. Scott Tomlinson","n/a","n/a","2021","n/a","n/a"
"Flint Community Bancshares,"Inc."","Director of Holding Co. and Subsidiary Bank","Darin G. Wood","President","Woodford Plywood,"Inc."","2021","Executive","n/a"
```
