```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Auburn National Bancorporation,"Inc."","Auburn,"AL"","2018","E.L. Spencer,"Jr."","n/a","744316","20.43%","n/a"
"Auburn National Bancorporation,"Inc."","Auburn,"AL"","2018","Emil F. Wright,"Jr."","n/a","394884","10.84%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Auburn National Bancorporation,"Inc."","Chairman,"President","CEO"","Robert Dumas","Director","East Alabama Medical Center","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","Terrell Bishop","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","EVP & CFO","David Hedges","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","VP & Chief Investment Officer","Kris W. Blackmon","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","Gene Dulaney","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","W. Thomas Johnson","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP of Compliance/Internal Audit","Marla L. Kickliter","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP of Credit Administration","Shannon S. O'Donnell","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP & Chief Technology Officer","Jerome B. Siegel","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","C. Eddie Smith","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","Robert Smith","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","James Walker","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","S. Mark Bridges","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","SVP","Mike King","n/a","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Mayor","Varsity Enterprises","2018","Mayor","n/a"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Mayor","Blue Creek Development,"Inc."","2018","Mayor","n/a"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Mayor","FA&W Corporation","2018","Mayor","n/a"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Mayor","Cedar Heights,"LLC"","2018","Mayor","n/a"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Mayor","Point-O-Woods","2018","Mayor","n/a"
"Auburn National Bancorporation,"Inc."","Director","Anne May","n/a","Spencer,"LLC"","2018","Senior Partner","n/a"
"Auburn National Bancorporation,"Inc."","Secretary and Treasurer","C. Wayne Alderman","Director","IntraMicron,"Inc."","2018","Professor & Dean Emeritus-Auburn University","n/a"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","n/a","Barrett,"Satterwhite","and Hood","LLC"","2018","Senior Partner","n/a"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","n/a","Uphapee Creek Plantation","2018","Senior Partner","n/a"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","n/a","Terra Nova,"LLC"","2018","Senior Partner","n/a"
"Auburn National Bancorporation,"Inc."","Assistant Secretary and Assistant Treasurer","Terry W. Andrus","Former CEO of East AL Medical Center","n/a","2018","n/a","n/a"
"Auburn National Bancorporation,"Inc."","Director","David E. Housel","Director of Athletics Emeritus","n/a","2018","Director of Athletics Emeritus","n/a"
"Auburn National Bancorporation,"Inc."","Director","Amy B. Murphy","Director - Graduate Accounting Program","n/a","2018","Director - Graduate Accounting Program","n/a"
"Auburn National Bancorporation,"Inc."","Director","Dr. Patricia Wade","Physician - Internal Medicine","Pinnacle Cardiovascular","2018","Physician - Internal Medicine","n/a"
```
