```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Marine Bancorp of Florida,"Inc."","Arlington,"VA"","2021","Kenneth R. Lehman","Common Stock","728285","40.29%","n/a"
"Marine Bancorp of Florida,"Inc."","Washington,"MO"","2021","Douglas E. Hazel and his family members","Common Stock","185149","10.24%","n/a"
"Marine Bancorp of Florida,"Inc."","New York,"NY"","2021","Second First De Novo,"L.P."","Common Stock","98730","5.46%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Marine Bancorp of Florida,"Inc."","President/CEO","William J. Penney","Owner/Shareholder","n/a","2021","n/a","n/a"
"Marine Bancorp of Florida,"Inc."","EVP/CFO/Coo,"Director"","Charles J. Gisler,"Jr."","Owner/Shareholder","n/a","2021","n/a","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Owner/Shareholder","Croom Construction Co","2021","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Owner/Shareholder","Whitehall Home Maintenance","2021","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Wilton R. Banack","Owner/Shareholder","Quality Fruit Packers of Indian River,"Inc."","2021","Entrepreneur","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Wilton R. Banack","Owner/Shareholder","River One International Marketing","2021","Entrepreneur","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Owner","KJG Consulting Inc.","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Premier Club Management Services","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Pinnacle Golf,"LLC (Quail Valley)"","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Valley View 9 LLC","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Peter Olivers,"LLC"","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Partner","M & G Investments","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Investor","RIV,"LLC"","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Investor","Black Oak Properties","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Partner","Seapointe USA,"LLC"","2021","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Erin K. Grall","Partner","Grall Law Group","2021","Attorney","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kenneth R. Lehman","Director","Partners Bancorp","2021","Private Investor","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kenneth R. Lehman","Director","Village Bank & Trust Financial CorpVillage Bank","2021","Private Investor","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kenneth R. Lehman","Director","Heritage SE Bancorporation","2021","Private Investor","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kenneth R. Lehman","Managing Member","BVC Capital,"LLC"","2021","Private Investor","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Richard L. Lynch","Managing Member","Lynch,"Johnson & Long","LLC"","2021","CPA","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Richard L. Lynch","President","Richard L Lynch,"CPA","PA"","2021","CPA","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Richard L. Lynch","Managing Member","Four R Realty,"LLC"","2021","CPA","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Richard L. Lynch","Vice President","Bobby's Brass Rail,"Inc"","2021","CPA","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Richard L. Lynch","Managing Member","Four R Bottom Line,"LLC"","2021","CPA","n/a"
"Marine Bancorp of Florida,"Inc."","Director","J Hal Roberts,"Jr"","Manager","n/a","2021","Retired Bank President","n/a"
