```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Saint Martin Bancshares,"Inc."","St. Martinville,"Louisiana"","2016","Emile J. Barras","n/a","24698","11.90%","n/a"
"Saint Martin Bancshares,"Inc."","St. Martinville,"Louisiana"","2016","Gayle Eastin Landry","n/a","11726","5.65%","n/a"
"Saint Martin Bancshares,"Inc."","n/a","2016","None","n/a","None","None","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Saint Martin Bancshares,"Inc."","Chairman Director","Emile J. Barras","Chairman Director","Emile Barras Stables,"Inc."","2016","Retired Contractor","841539"
"Saint Martin Bancshares,"Inc."","Chairman Director","Emile J. Barras","Chairman Director","Emile Barras Farms,"LLC"","2016","Retired Contractor","841539"
"Saint Martin Bancshares,"Inc."","Chairman Director","Emile J. Barras","Chairman Director","Joseph Barras Farms","2016","Retired Contractor","841539"
"Saint Martin Bancshares,"Inc."","Chairman Director","Emile J. Barras","Chairman Director","Barras & Durand Rentals,"LLC"","2016","Retired Contractor","841539"
"Saint Martin Bancshares,"Inc."","Director","Daniel G. Guidry","Director","Daniel G Guidry,"PLC"","2016","Attorney","841539"
"Saint Martin Bancshares,"Inc."","Director","Daniel G. Guidry","Director","Guidry & Guidry,"PLC"","2016","Attorney","841539"
"Saint Martin Bancshares,"Inc."","Director","Daniel G. Guidry","Director","Docatty Stables,"LLC"","2016","Attorney","841539"
"Saint Martin Bancshares,"Inc."","Director","Paul J. Hardy","Director","Paul Hardy Consultants","2016","Retired Attorney/ Consultant","841539"
"Saint Martin Bancshares,"Inc."","Director","Paul J. Hardy","Director","St. Agnes Nursing Home","2016","Retired Attorney/ Consultant","841539"
"Saint Martin Bancshares,"Inc."","Director","Paul J. Hardy","Director","St. Agnes Nursing HealthCare & Rehabilitation,"Inc."","2016","Retired Attorney/ Consultant","841539"
"Saint Martin Bancshares,"Inc."","Director","Paul J. Hardy","Director","St. Agnes Land Co.,"LLC"","2016","Retired Attorney/ Consultant","841539"
"Saint Martin Bancshares,"Inc."","Director Secr/Treas","Lawrence C. Levert,"III"","Director","Levert-St. John,"Inc."","2016","Manager of Farming Operations","841539"
"Saint Martin Bancshares,"Inc."","Director Secr/Treas","Lawrence C. Levert,"III"","Director","J. B. Levert Land Co.","2016","Manager of Farming Operations","841539"
"Saint Martin Bancshares,"Inc."","Director","Daniel J. Menard","Director","Centurian Properties,"LLC"","2016","n/a","841539"
"Saint Martin Bancshares,"Inc."","Director","Daniel J. Menard","Director","Commercial Park East,"LLC"","2016","n/a","841539"
"Saint Martin Bancshares,"Inc."","President/CEO Director","Paul A. Durand","President","H.J.D. Investments,"Inc."","2016","n/a","841539"
"Saint Martin Bancshares,"Inc."","Director","Mark M. Cole","Director","Don's Specialty Meats,"Inc."","2016","Owner - Retail Store","841539"
"Saint Martin Bancshares,"Inc."","Director","Mark M. Cole","Director","First Responders Equipment & Supply,"LLC"","2016","Owner - Retail Store","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","Can Am Properties,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","Tin Roof Farms,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","CFC Ventures,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","Meadow Bend,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","Woofs 'N' Whiskers,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President Director","Matthew D. Jeffrey","n/a","JLP Companies,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Exec. Vice Pres Director C.F.O.","Guy M. Labbe","n/a","n/a","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President","Janet M. Douet","n/a","n/a","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President","Ronald W. Petree","n/a","n/a","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Sr. Vice President","Mark A. Berard","n/a","n/a","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Vice President","Cindy G. Johnstone","n/a","n/a","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Vice President","Kellie M. Schneider","n/a","CK Property Inv.,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","Vice President","Kellie M. Schneider","n/a","Urban Ventures,"LLC"","2016","SMB","841539"
"Saint Martin Bancshares,"Inc."","BSA Officer","Ernadean M. Thompson","n/a","n/a","2016","SMB","841539"
```
