```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CB&T Holding Corporation","New Orleans","2021","Gary N. Solomon,"Sr."","Common Stock","31204","17.77%"
"CB&T Holding Corporation","New Orleans","2021","Martha Newman Solomon","Common Stock","31203","17.77%"
"CB&T Holding Corporation","New Orleans","2021","Sam M. and Gloria S. Newman","Common Stock","29410","16.75%"
"CB&T Holding Corporation","Omaha","2021","Boston Omaha Investments,"LLC"","Common Stock","26748","15.23%"
"CB&T Holding Corporation","New Orleans","2021","2020 Martha Newman Solomon Family Trust","Common Stock","16658","9.49%"
"CB&T Holding Corporation","New Orleans","2021","2020 Gary N. Solomon,"Sr. Family Trust"","Common Stock","16658","9.49%"
"CB&T Holding Corporation","New Orleans","2021","SMS Capital,"LLC"","Common Stock","14705","8.37%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CB&T Holding Corporation","Director & Chairman","Gary N. Solomon,"Sr."","Director/Chairman","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Director & Secretary","Martha Newman Solomon","Director/Secretary","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Shareholder","Sam M. and Gloria S. Newman","n/a","None","2021"
"CB&T Holding Corporation","Shareholder","Boston Omaha Investments,"LLC"","n/a","None","2021"
"CB&T Holding Corporation","Shareholder","2020 Martha Newman Solomon","n/a","None","2021"
"CB&T Holding Corporation","Shareholder","2020 Gary N. Solomon,"Sr."","n/a","None","2021"
"CB&T Holding Corporation","Shareholder","SMS Capital,"LLC"","n/a","None","2021"
"CB&T Holding Corporation","Director","John Meltzer","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Director","Robert Redfearn","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Director/President/Vice Chairman","Fred B. Morgan,"III"","Director/President/Vice Chairman","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","President","Gary N. Solomon,"Jr."","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","President/Owner","Sam M. Solomon","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Investor","Conway S. Solomon","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Manager","Brian C. Gibbs","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Retired","Thomas A. Weslocky","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Chief Risk Officer","Todd S. Manke","Director","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Chief Executive Officer","Brian R. Donohue","Chief Executive Officer","Crescent Bank & Trust","2021"
"CB&T Holding Corporation","Chief Financial Officer","Stephen M. Notarianni","Chief Financial Officer/ Treasurer","Crescent Bank & Trust","2021"
```
