```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Guaranty Bancshares,"Inc."","Hammond,"LA"","2015","Marshall T. Reynolds","n/a","1654417","21.7%","3589560"
"First Guaranty Bancshares,"Inc."","Hammond,"LA"","2015","William K. Hood","n/a","985084","12.9%","3589560"
"First Guaranty Bancshares,"Inc."","Hammond,"LA"","2015","Edgar R. Smith III","n/a","845537","11.1%","3589560"
"First Guaranty Bancshares,"Inc."","Hammond,"LA"","2015","Daniel P. Harrington","n/a","4032","0.0%","3589560"
"First Guaranty Bancshares,"Inc."","Hammond,"LA"","2015","Douglas V. Reynolds","n/a","371812","4.9%","3589560"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Guaranty Bancshares,"Inc."","Director","William K. Hood","Director","First Guaranty Bank","2015","President of Hood Automotive Group","422433"
"First Guaranty Bancshares,"Inc."","CEO/President","Alton B. Lewis","n/a","n/a","2015","n/a","422433"
"First Guaranty Bancshares,"Inc."","CEO/President,"First Guaranty Bank"","Alton B. Lewis","n/a","n/a","2015","n/a","422433"
"First Guaranty Bancshares,"Inc."","CFO,"Treasurer & Secretary"","Eric J. Dosch","n/a","n/a","2015","Chief Financial Officer,"First Guaranty Bancshares. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chief Financial Officer,"First Guaranty Bank"","Eric J. Dosch","n/a","n/a","2015","Chief Financial Officer,"First Guaranty Bancshares. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chairman","Marshall T. Reynolds","Chairman","Premier Financial Bancorp","2015","Chairman,"President & CEO of Champion Industries. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chairman","Marshall T. Reynolds","Director","Summit State Bank","2015","Chairman,"President & CEO of Champion Industries. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chairman","Marshall T. Reynolds","President & Manager","Harrah & Reynolds Corp","2015","Chairman,"President & CEO of Champion Industries. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chairman","Marshall T. Reynolds","Chairman","Energy Services of America Corp.","2015","Chairman,"President & CEO of Champion Industries. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Chairman","Marshall T. Reynolds","Chairman","River City Associates,"Inc."","2015","Chairman,"President & CEO of Champion Industries. Inc."","422433"
"First Guaranty Bancshares,"Inc."","Director","Glenda B. Glover","Director","Pinnacle Financial Partners","2015","President,"Tennessee State University"","422433"
"First Guaranty Bancshares,"Inc."","Director","Glenda B. Glover","Director","First Guaranty Bank","2015","President,"Tennessee State University"","422433"
"First Guaranty Bancshares,"Inc."","Director","Edgar R. Smith","Director","First Guaranty Bank","2015","President and CEO Smitty's Supply Inc.","422433"
```
