```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Summit Financial Enterprises,"Inc."","Panama City,"FL"","2016","Andrew W. Stein","Common Stock","111151","3.21%","3696945"
"Summit Financial Enterprises,"Inc."","Panama City,"FL"","2016","Andrew W. Stein","Warrants","6562","0.19%","3696945"
"Summit Financial Enterprises,"Inc."","Panama City,"FL"","2016","Andrew W. Stein","Options","59087","1.71%","3696945"
"Summit Financial Enterprises,"Inc."","Panama City,"FL"","2016","n/a","n/a","n/a","n/a","3696945"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Summit Financial Enterprises,"Inc."","Director,"President & Chief Executive Officer"","Andrew W. Stein","Director,"President"","Gulf Management,"LLC"","2016","n/a","n/a"
"Summit Financial Enterprises,"Inc."","Director,"President & Chief Executive Officer"","Andrew W. Stein","Director,"President"","Shipwreck Golf,"LLC"","2016","n/a","n/a"
"Summit Financial Enterprises,"Inc."","Executive Vice President & Chief Financial Officer","Barbara L. Haag","Executive Vice President & Chief Financial Officer","n/a","2016","n/a","n/a"
"Summit Financial Enterprises,"Inc."","Executive Vice President & Chief Opearting Officer","Frank A. Hall *","Executive Vice President & Chief Opearting Officer","n/a","2016","n/a","n/a"
"Summit Financial Enterprises,"Inc."","Executive Vice President & Chief Credit Officer","James R. Looker","Executive Vice President & Chief Credit Officer","n/a","2016","n/a","n/a"
"Summit Financial Enterprises,"Inc."","Director & Chairman","Dr. Neal P. Dunn **","Director & Chairman","Dunn Properties LLC","2016","U.S. Congressman","n/a"
"Summit Financial Enterprises,"Inc."","Director & Chairman","Dr. Neal P. Dunn **","Director & Chairman","DEP,"LLC"","2016","U.S. Congressman","n/a"
"Summit Financial Enterprises,"Inc."","Director & Chairman","Dr. Neal P. Dunn **","Director & Chairman","Gulf Management,"LLC"","2016","U.S. Congressman","n/a"
"Summit Financial Enterprises,"Inc."","Director & Vice Chairman","Tommy M. Cooley","Director & Vice Chairman","Cooley Management,"LLC"","2016","Owner Cooley Management Co.,"(real estate management)"","n/a"
"Summit Financial Enterprises,"Inc."","Director & Vice Chairman","Tommy M. Cooley","Director & Vice Chairman","Credit Bureau Services,"Inc."","2016","Owner Cooley Management Co.,"(real estate management)"","n/a"
"Summit Financial Enterprises,"Inc."","Director & Vice Chairman","Tommy M. Cooley","Director & Vice Chairman","Assurance Healthcare,"LLC"","2016","Owner Cooley Management Co.,"(real estate management)"","n/a"
"Summit Financial Enterprises,"Inc."","Director & Vice Chairman","Tommy M. Cooley","Director & Vice Chairman","Shipwreck Golf,"LLC"","2016","Owner Cooley Management Co.,"(real estate management)"","n/a"
"Summit Financial Enterprises,"Inc."","Director & Vice Chairman","Tommy M. Cooley","Director & Vice Chairman","Collection Bureau of Ft. Walton Beach,"Inc."","2016","Owner Cooley Management Co.,"(real estate management)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Dr. James T. Cook","Director","Talmadge Chipola,"Inc."","2016","Retired Cardiologist","n/a"
"Summit Financial Enterprises,"Inc."","Director","Dr. James T. Cook","Director","Econfina Cardiology Estates,"Inc."","2016","Retired Cardiologist","n/a"
"Summit Financial Enterprises,"Inc."","Director","Dr. James T. Cook","Director","Mulelot Timber Group","2016","Retired Cardiologist","n/a"
"Summit Financial Enterprises,"Inc."","Director","Thomas S. Neubauer","Director","Neubauer Real Estate,"Inc."","2016","President and CEO of Neubauer Real Estate,"Inc. (real estate brokerage company)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Thomas S. Neubauer","Director","Cove Preservation Partners","2016","President and CEO of Neubauer Real Estate,"Inc. (real estate brokerage company)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Thomas S. Neubauer","Director","Florida Moves,"Inc."","2016","President and CEO of Neubauer Real Estate,"Inc. (real estate brokerage company)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","DEP,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","Gulf Management,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","J & M Timber,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","Jones Boys,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","R. E. Source,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","Resource Realty Group,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Neil C. Jones ***","Director","Compton Investments,"LLC"","2016","Broker/Owner of Resource Realty Group (commercial real estate brokerage & management company)","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Cove Pointe Holdings,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","742 Harrison,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","SANF,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Glencoe Holdings,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Gulf Management,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Cove Pointe Owners Association,"Inc."","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Cove Preservation Partners,"Inc."","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Christine L. Reiss","Director","Bene Vita,"LLC"","2016","Attorney,"Sole Practioner (with focus on real estate and banking)"","n/a"
"Summit Financial Enterprises,"Inc."","Director","Elizabeth J. Walters ****","Director","Burke Blue Hutchison Walters & Smith,"P.A. Law Offices"","2016","Attorney,"with a firm"","n/a"
```
