```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Commercial Bancshares,"Inc."","President / CEO / Director","Curtis Gabardi","n/a","n/a","2022","n/a","n/a"
"First Commercial Bancshares,"Inc."","Director","Alan H. Walters","Director","n/a","2022","n/a","n/a"
"First Commercial Bancshares,"Inc."","Director","Mickey R. Aldridge","CPA","William H. Polk & Co.,"CPA's"","2022","CPA","n/a"
"First Commercial Bancshares,"Inc."","Director","Mickey R. Aldridge","n/a","P.A. Real Estate,"LLC"","2022","CPA","n/a"
"First Commercial Bancshares,"Inc."","Director","Mickey R. Aldridge","n/a","Great Writing & Evaluation Network,"LLC"","2022","CPA","n/a"
"First Commercial Bancshares,"Inc."","Director","Mickey R. Aldridge","n/a","Real Property Managers,"LLC"","2022","CPA","n/a"
"First Commercial Bancshares,"Inc."","Director","Mickey R. Aldridge","n/a","DeSoto Banc Properties,"LLC"","2022","CPA","n/a"
"First Commercial Bancshares,"Inc."","Director","Mark S. Bounds","Owner","Mark S. Bounds Realty Partners,"Inc."","2022","Real Estate Broker","n/a"
"First Commercial Bancshares,"Inc."","Director","Mark S. Bounds","n/a","2091 Main Street,"LLC"","2022","Real Estate Broker","n/a"
"First Commercial Bancshares,"Inc."","Director","Mark S. Bounds","n/a","Madison Capital Partners,"LLC"","2022","Real Estate Broker","n/a"
"First Commercial Bancshares,"Inc."","Director","Mark S. Bounds","n/a","MSBRP FCB,"LLC"","2022","Real Estate Broker","n/a"
"First Commercial Bancshares,"Inc."","Director","Phillip W. Bowman","President & CEO","Specialty Metals Supply,"Inc."","2022","Metal Sales","n/a"
"First Commercial Bancshares,"Inc."","Director","Phillip W. Bowman","n/a","Bowman Coon Investments,"LLC"","2022","Metal Sales","n/a"
"First Commercial Bancshares,"Inc."","Director","Phillip W. Bowman","n/a","Bowman Delta Farm,"LLC"","2022","Metal Sales","n/a"
"First Commercial Bancshares,"Inc."","Director","Charles T. Cannada","n/a","Specialty Metals Supply,"Inc."","2022","Investor","n/a"
"First Commercial Bancshares,"Inc."","Director","Charles T. Cannada","n/a","Bowman Coon Investments,"LLC"","2022","Investor","n/a"
"First Commercial Bancshares,"Inc."","Director","Charles T. Cannada","n/a","Bowman Delta Farm,"LLC"","2022","Investor","n/a"
"First Commercial Bancshares,"Inc."","Director","James W. Hood","n/a","MOCA,"LLC"","2022","Investor","n/a"
"First Commercial Bancshares,"Inc."","Director","Gerry Ann Houston","Oncologist","Hospice Ministries,"Inc."","2022","Physician","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","Owner","Advanced Healthcare Management,"Inc."","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","Providence Holdings,"LLC"","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","BH2 Investments,"LLC"","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","Stonebrook,"Inc."","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","Pineland Timber,"Inc."","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","Advanced Design & Construction,"LLC"","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","DeSoto Healthcare,"Inc."","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","DeSoto Holdings,"Inc."","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","DeSoto Leasing,"LLC"","2022","Healthcare Management Director","n/a"
"First Commercial Bancshares,"Inc."","Director","G. Bennett Hubbard,"Jr."","n/a","Dry Creek Management","2022","Healthcare Management Director","n/a"
