```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FCB Financial Corp.","Savannah,"Georgia"","2018","Sylvan M. Byck,"Jr."","Common Stock","165000","6.57%","n/a"
"FCB Financial Corp.","Savannah,"Georgia"","2018","Benny Curl","Common Stock","159333","6.35%","n/a"
"FCB Financial Corp.","Savannah,"Georgia"","2018","Bobby Chu","Common Stock","208784","8.3%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FCB Financial Corp.","Director","Jack L. Forehand","President","Savannah Professional Maintenance","2018","President Savannah Professional Maintenance","n/a"
"FCB Financial Corp.","Interim President & CEO","Ken Farrell","n/a","n/a","2018","n/a","n/a"
"FCB Financial Corp.","Director,"Chairman of the Board"","Stephen S. Green","President","Green Properties,"Inc."","2018","President Stephen Green Properties,"Inc."","n/a"
"FCB Financial Corp.","Director","Arnold Tenenbaum","n/a","n/a","2018","Retired","n/a"
"FCB Financial Corp.","Director","Bobby Chu","n/a","President Chu Construction","2018","President Chu Construction","n/a"
"FCB Financial Corp.","Director","Benny Curl","n/a","n/a","2018","Retired","n/a"
```
