```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Pulaski National Corporation","n/a","2018","None","n/a","n/a","n/a","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Pulaski National Corporation","Director","David E. Bagley","n/a","Bagley Properties","2018","Retired Insurance Agent","972732"
"First Pulaski National Corporation","Director","Wade Boggs","Member","Pounders-Boggs I,"LLC"","2018","Commercial Rental Property,"Director Investment Property","Realtor"","972732"
"First Pulaski National Corporation","Director","Wade Boggs","Member","Boggs-Fogg I,"LLC"","2018","Commercial Rental Property,"Director Investment Property","Realtor"","972732"
"First Pulaski National Corporation","Director","Wade Boggs","Partner","BBFF Partnership","2018","Commercial Rental Property,"Director Investment Property","Realtor"","972732"
"First Pulaski National Corporation","Director","Wade Boggs","Partner","J&W Holdings Partnership","2018","Commercial Rental Property,"Director Investment Property","Realtor"","972732"
"First Pulaski National Corporation","Director","Wade Boggs","Partner","Butler Realty Partnership","2018","Commercial Rental Property,"Director Investment Property","Realtor"","972732"
"First Pulaski National Corporation","Director","Lyman Brown","n/a","n/a","2018","Residential Rental Property Director Storage Unit Rental Property","972732"
"First Pulaski National Corporation","Executive Vice President & Senior Loan Officer Director","William Lyman Cox","Partner","C & C Farms","2018","n/a","972732"
"First Pulaski National Corporation","Director","John Curtis","Secretary & Treasurer","Limestone Farmers Cooperative Inc.","2018","General Manager,"Limestone Director Farmers Cooperative Inc."","972732"
"First Pulaski National Corporation","Director","Gregory G. Dugger","President","G. G. Dugger,"DDS","MS","PC"","2018","Retired Dentist","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Shareholder","Hilll,"Fogg & Assoc","P.C."","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Boggs-Fogg I,"LLC"","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Partner","BBFF Partnership","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","B&F Properties,"LLC"","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Partner","Partner Enterprises","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Fogg Family Builders LLC","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Secretary","Watson Place Inc.","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Custom Developers LLC","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Custom Developers II,"LLC"","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","AMDG Holdings LLC","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Professional Office Center,"LLC"","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Secretary","Ardmore Dev. Company Inc.","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Timothy Fogg","Member","Fogg Investments LLC","2018","Certified Public Accountant Director","972732"
"First Pulaski National Corporation","Director","Donald A. Haney","President","Physicians & Surgeons,"Inc"","2018","n/a","972732"
"First Pulaski National Corporation","Director","Donald A. Haney","Partner","DAMU","2018","n/a","972732"
"First Pulaski National Corporation","Director,"Chairman of the Board & CEO"","Mark A. Hayes","Director","Plateau Insurance Co.","2018","n/a","972732"
"First Pulaski National Corporation","Secretary/Treasurer and Chief Financial Officer","Tracy L. Porterfield","n/a","n/a","2018","n/a","972732"
"First Pulaski National Corporation","Director","Linda Lee Rogers","n/a","n/a","2018","Retired teacher","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Vice President","Alexander,"Corder & Shelly","P.C."","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Manager/Member","Athens,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Manager/Member","Spencer,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Manager/Member","JBB Properties,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Member","Linton,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Manager/Member","North 31,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Manager/Member","French's Mill,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Co-Manager","N. Johnston Properties,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Co-Manager","NSJ Investments,"LP"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Co-Manager","Oakleaf Properties,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Co-Manager","Swann at Stella,"LLC"","2018","Attorney","972732"
"First Pulaski National Corporation","Director","Mitchell K. Shelly","Co-Manager","Swann Investment Group,"LLC"","2018","Attorney","972732"
```
