```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Citizens Community Bank","Estill Springs,"TN"","2018","Eddie Tinsley","n/a","76028","10.57%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Citizens Community Bank","DIRECTOR","WILLIAM ANDERTON","PARTNER","S & W RENTAL","2021","REALTOR/AUCTIONEER","n/a"
"Citizens Community Bank","PRESIDENT & CEO","ROBERT MITCHELL COBY","n/a","NONE","2021","n/a","n/a"
"Citizens Community Bank","DIRECTOR","RANDY COFER","OWNER","COFER PIPE CONSTRUCTION INC","2021","CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","RANDY COFER","PARTNER","C & M DEVELOPERS","2021","CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","DAVID FANDRICH","PRESIDENT","FANDRICH SUPPLY","2021","RETAIL AGRICULTURE","n/a"
"Citizens Community Bank","DIRECTOR","PHIL HALL","BOARD OF EDUCATION","NONE","2021","n/a","n/a"
"Citizens Community Bank","DIRECTOR","LEAH HARRELL","n/a","NONE","2021","n/a","n/a"
"Citizens Community Bank","DIRECTOR","PATRICK LYNCH","PARTNER","LYNCH,"LYNCH ATTORNEYS"","2021","ATTORNEY","n/a"
"Citizens Community Bank","DIRECTOR","PATRICK LYNCH","MEMBER","SOUTHERN TN TITLE & ESCROW","2021","ATTORNEY","n/a"
"Citizens Community Bank","DIRECTOR","THOMAS ORE","MEMBER","ORE REALTY,"LLC"","2021","REALTOR/AUCTIONEER/ SURVEYOR","n/a"
"Citizens Community Bank","DIRECTOR","THOMAS ORE","PARTNER","ORE REALTY,"GENERAL PARTNERSHIP"","2021","REALTOR/AUCTIONEER/ SURVEYOR","n/a"
"Citizens Community Bank","DIRECTOR","THOMAS ORE","OWNER","WINTON AUCTION & REALTY","2021","REALTOR/AUCTIONEER/ SURVEYOR","n/a"
"Citizens Community Bank","EXECUTIVE VP & CFO","CHRIS PARKER","n/a","NONE","2021","n/a","n/a"
"Citizens Community Bank","DIRECTOR","LOUIS A PFISTER,"III"","n/a","NONE","2021","GENERAL MANAGER FOR GRAIN COMPANY","n/a"
"Citizens Community Bank","DIRECTOR","CLARENCE EDDIE TINSLEY","PARTNER","TINSLEY ASPHALT","2021","ROAD CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","CLARENCE EDDIE TINSLEY","PARTNER","TINSLEY ASPHALT PRODUCTS","2021","ROAD CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","CLARENCE EDDIE TINSLEY","OWNER","CURBERS,"INC."","2021","ROAD CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","CLARENCE EDDIE TINSLEY,"JR"","PARTNER","TINSLEY ASPHALT","2021","ROAD CONSTRUCTION","n/a"
"Citizens Community Bank","DIRECTOR","CLARENCE EDDIE TINSLEY,"JR"","PARTNER","TINSLEY ASPHALT PRODUCTS","2021","ROAD CONSTRUCTION","n/a"
"Citizens Community Bank","CHAIRMAN","DENNIS M WALKER","PARTNER","B & W LIVESTOCK","2021","n/a","n/a"
"Citizens Community Bank","CHAIRMAN","DENNIS M WALKER","PARTNER","5 & W RENTAL","2021","n/a","n/a"
"Citizens Community Bank","CHAIRMAN","DENNIS M WALKER","OWNER","WALKER FARMS","2021","n/a","n/a"
"Citizens Community Bank","DIRECTOR","DONNIE WORLEY","PRESIDENT","FRANKLIN COUNTY LUMBER","2021","RETAIL LUMBER SALES","n/a"
```
