```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"EXECUTIVE BANKING CORPORATION","MIAMI,"FLORIDA"","2019","CARLOS A. SAFIE","COMMON STOCK","2002","49.8257840%","n/a"
"EXECUTIVE BANKING CORPORATION","MIAMI,"FLORIDA"","2019","CARLOS A. SAFIE","PREFERRED STOCK-AS SUCCESSOR TRUSTEE","1357","100%","n/a"
"EXECUTIVE BANKING CORPORATION","MIAMI,"FLORIDA"","2019","ALEJANDRO M. SAFIE","COMMON STOCK","2000","49.7760080%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"EXECUTIVE BANKING CORPORATION","CHAIRMAN PRESIDENT/CEO","CARLOS A. SAFIE-SUCCESSOR TRUSTEE-PREFERRED STOCK","VICE PRESIDENT","PRO KNIT INC","2019","n/a","n/a"
"EXECUTIVE BANKING CORPORATION","SECRETARY","DAVID JOHNSON","n/a","n/a","2019","n/a","n/a"
"EXECUTIVE BANKING CORPORATION","PRESIDENT","ELIAS N. EDE","INTERNATIONAL PRESIDENT","EDE MEDICAL CORP.","2019","n/a","n/a"
"EXECUTIVE BANKING CORPORATION","n/a","ALEJANDRO M. SAFIE","BANK OFFICER","INTERNATIONAL FINANCE BANK","2019","BANK OFFICER BANK","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","MARIA C. MELENDEZ-ENRIQUEZ","AMERICAN GOVERNMENT CERTIFICATES","AMERICAN GOVERNMENT CERTIFICATES","2019","INVESTOR","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","MARIA C. MELENDEZ-ENRIQUEZ","AMERICAN GOVERNMENT CERTIFICATES","BIG C PROPERTIES","2019","INVESTOR","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","ROBERTO ARGUELLO","PRESIDENT","PRES-CEO ADVISORS,"LLC"","2019","PRESIDENT","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","ROBERTO ARGUELLO","PRESIDENT","MILITARY CHESS.COM","2019","PRESIDENT","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","GEORGE BEFELER","ATTORNEY","GEORGE BEFELER P.A.","2019","ATTORNEY","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","LISETTE SAFIE","NONE","n/a","2019","n/a","n/a"
"EXECUTIVE BANKING CORPORATION","DIRECTOR","GUILLERMO FERNANDEZ QUINCOCES","SHAREHOLDER","BUCHANAN INGERSOLL PC","2019","ATTORNEY","n/a"
```
