```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Edison Bancshares,"Inc"","Fort Myers,"FL"","2016","Daniel E. and Celia B. Dosoretz","Common Stock","391100","34.1%","2591258"
"Edison Bancshares,"Inc"","Fort Myers,"FL"","2016","Daniel E. and Celia B. Dosoretz","Warrants on Common Stock","95238","7.1%","2591258"
"Edison Bancshares,"Inc"","Fort Myers,"FL"","2016","Howard M. and Brenda B. Sheridan","Common Stock","391100","34.1%","2591258"
"Edison Bancshares,"Inc"","Fort Myers,"FL"","2016","Howard M. and Brenda B. Sheridan","Warrants on Common Stock","95238","7.1%","2591258"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Edison National Bank","Director","Daniel E. Dosoretz","Director","n/a","2016","Medical Doctor","2591258"
"Edison National Bank","Chairman","Howard M. Sheridan","n/a","n/a","2016","Medical Doctor","2591258"
"Edison National Bank","President","Geoffrey W. Roepstorff","Partner","B & D of Southwest Florida,"L.C."","2016","Bank CEO","2591258"
"Edison National Bank","Vice Chairman","David M. DuVall","Chairman","B & D of Southwest Florida,"L.C."","2016","Bank Chairman","2591258"
"Edison National Bank","Secretary/Treasurer","Robbie B. Roepstorff","President/Director","B & D of Southwest Florida,"L.C."","2016","Bank President","2591258"
```
