```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Auburn National Bancorporation,"Inc."","Auburn","2015","E.L. Spencer,"Jr."","n/a","721455","19.80%"
"Auburn National Bancorporation,"Inc."","Auburn","2015","Emil F. Wright,"Jr."","n/a","397878","10.92%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Auburn National Bancorporation,"Inc."","Vice Chairman","Robert Dumas","President,"CEO & Director of AuburnBank"","East Alabama Mecdical Center","2015"
"Auburn National Bancorporation,"Inc."","n/a","Terrell Bishop","SVP of AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","David Hedges","EVP & CFO of Auburnbank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","Kris W. Blackmon","VP & Chief Investment Officer AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","Gene Dulaney","SVP of AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","W. Thomas Johnson","SVP of AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","Marla L. Kickliter","SVP of Complainc/Internal Audit AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","Shannon S. O'Donnell","SVP of Credit Administration AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","Jerome B. Siegel","SVP & Chief Technology Officer AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","President,"CEO & Chairman"","E.L. Spencer,"Jr."","Chairman,"Director of AuburnBank"","Spencer Heating & Air","2015"
"Auburn National Bancorporation,"Inc."","n/a","C. Eddie Smith","SVP of AuburnBank","Downtown Garden,"LLC"","2015"
"Auburn National Bancorporation,"Inc."","n/a","Robert Smith","SVP of AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","n/a","James Walker","SVP of AuburnBank","n/a","2015"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Director of AuburnBank","Varsity Enterprises","2015"
"Auburn National Bancorporation,"Inc."","n/a","Edward L. Spencer,"III"","Director of AuburnBank","Spencer,"LLC"","2015"
"Auburn National Bancorporation,"Inc."","Secretary and Treasurer","C. Wayne Alderman","Director of AuburnBank","IntraMicron,"Inc."","2015"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","Director of AuburnBank","Barrett,"Satterwhite","and Hood","LLC"","2015"
"Auburn National Bancorporation,"Inc."","Assistant Secretary and Assistant Treasurer","Anne May","Director of AuburnBank","Machen,"McChesney & Chastain","LLP"","2015"
"Auburn National Bancorporation,"Inc."","Director","Terry W. Andrus","Director of AuburnBank","East AL Medical Center","2015"
"Auburn National Bancorporation,"Inc."","Director","David E. Housel","Director of AuburnBank","Athletics Emeritus,"Auburn Univ."","2015"
"Auburn National Bancorporation,"Inc."","n/a","Emil F. Wright","n/a","n/a","2015"
```
