```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Farmers Bancshares,"Inc."","Portland,"TN"","2021","William Earls","Common Stock","233601","6.45%","n/a"
"First Farmers Bancshares,"Inc."","Portland,"TN"","2021","Dorothy D. & James L. Wilkinson","Common Stock","215758","5.95%","n/a"
"First Farmers Bancshares,"Inc."","Portland,"TN"","2021","Joe and Johnnie Freedle","Common Stock","320000","8.83%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Farmers Bancshares,"Inc."","Director","Joseph B. (Jack) Freedle","Partner","Highers,"Freedle & Thomas","Attorneys"","2021","Attorney","n/a"
"First Farmers Bancshares,"Inc."","Chairman of the Board Director","John C. Wilkinson","Sole Proprietorship","Northside Mini Storage","2021","Realtor - Tennessee Realty Partners","n/a"
"First Farmers Bancshares,"Inc."","Director","Daniel H. Green","Owner","Thomas Drugs","2021","Pharmacist","n/a"
"First Farmers Bancshares,"Inc."","Director","James B. Donoho,"III"","Owner","Donoho Nursery","2021","Nurseryman - Owner","n/a"
"First Farmers Bancshares,"Inc."","Director","James B. Donoho,"III"","Partner","Donoho Rentals","2021","Nurseryman - Owner","n/a"
"First Farmers Bancshares,"Inc."","Director","Randall M. Collins","n/a","DOSARA3LLC","2021","Veterinarian","n/a"
"First Farmers Bancshares,"Inc."","Director","Talbott L. Plumlee","Owner","Tal Plumlee Insurance Agency","2021","Insurance Agency - Owner","n/a"
"First Farmers Bancshares,"Inc."","Director","Clif E. Hutson","n/a","None","2021","Retired Business Owner","n/a"
"First Farmers Bancshares,"Inc."","Secretary to the Board","Mickie E. Hodge","n/a","None","2021","The Farmers Bank - EVP/COO","n/a"
"First Farmers Bancshares,"Inc."","President,"CEO","Director"","William A. Nash","n/a","None","2021","The Farmers Bank - President,"CEO","Director"","n/a"
"First Farmers Bancshares,"Inc."","Treasurer","Kim Monday","n/a","K & S Investments","2021","The Farmers Bank - EVP/CFO","n/a"
"First Farmers Bancshares,"Inc."","Treasurer","Kim Monday","n/a","Kim & Steve LLC","2021","The Farmers Bank - EVP/CFO","n/a"
"First Farmers Bancshares,"Inc."","Vice President","Justin Nipper","n/a","None","2021","The Farmers Bank - SVP/CAO","n/a"
```
