```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Fourth Street Banking Company","Miami Beach,"FL"","2015","Balough Family Partnership,"LLC"","common","829910","8.59%","n/a"
"Fourth Street Banking Company","Miami Beach,"FL"","2015","Balough Family Partnership,"LLC"","warrants","165982","8.59%","n/a"
"Fourth Street Banking Company","North Palm Beach,"FL"","2015","Esrick Investments LP","common","830910","8.60%","n/a"
"Fourth Street Banking Company","North Palm Beach,"FL"","2015","SME Children LP","warrants","166182","8.60%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Kijomo,"LLLP"","common","618180","6.40%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Kijomo,"LLLP"","warrants","123636","1.18%","n/a"
"Fourth Street Banking Company","Clearwater,"FL"","2015","Christian D. Ruppel","common","468000","4.84%","n/a"
"Fourth Street Banking Company","Clearwater,"FL"","2015","Christian D. Ruppel","warrants","89850","0.92%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Dennis G. Ruppel","common","450240","4.66%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Dennis G. Ruppel","warrants","75048","0.73%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Richard D. Wilkes,"DVM"","common","475000","4.92%","n/a"
"Fourth Street Banking Company","St. Petersburg,"FL"","2015","Richard D. Wilkes,"DVM"","warrants","76686","0.74%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Fourth Street Banking Company","Director","William B. McQueen","Attorney","McQueen & Siddall,"LLP"","2015","Attorney","n/a"
"Fourth Street Banking Company","Director","Richard D. Wilkes,"DVM"","President","Purchasing Services,"Inc."","2015","Business Owner","n/a"
"Fourth Street Banking Company","Director","Christopher S. Moench","CEO","Directed Capital Resources","2015","Chief Executive Officer","n/a"
"Fourth Street Banking Company","Director","Stephenson Anderson","President","Anderson Ventures","2015","Business Owner","n/a"
"Fourth Street Banking Company","Director","Frederick L. Bickley","Partner","Real Estate","2015","Real Estate Investor","n/a"
"Fourth Street Banking Company","Director","John W. Savage","President","Directed Capital Resources","2015","Senior Executive","n/a"
"Fourth Street Banking Company","Director","Kern M. Davis","MD-Pathology Associates,"PA"","United Insurance Holdings Corporation","2015","Medical Doctor","n/a"
"Fourth Street Banking Company","Director & Chairman of the Board","Neil W. Savage","Chairman","Directed Capital Resources","2015","Retired Banker","n/a"
"Fourth Street Banking Company","Director","James A. Montgomery,"Jr."","n/a","n/a","2015","Retired Investment Manager","n/a"
"Fourth Street Banking Company","Director","Christian D. Ruppel","n/a","Velocity Growth Advisors,"LLC"","2015","Entrepreneur and Investor","n/a"
"Fourth Street Banking Company","Director","Christian D. Ruppel","n/a","DPCC,"LLC"","2015","Entrepreneur and Investor","n/a"
"Fourth Street Banking Company","Director","Christian D. Ruppel","n/a","RCD,"LLC"","2015","Entrepreneur and Investor","n/a"
"Fourth Street Banking Company","Director & Vice Chairman","Dennis G. Ruppel","CEO & Mgr","Ark Royal Holdings LLC","2015","Insurance Co Executive","n/a"
"Fourth Street Banking Company","Director & Vice Chairman","Dennis G. Ruppel","CEO & Mgr","Ark Royal Underwriters LLC","2015","Insurance Co Executive","n/a"
"Fourth Street Banking Company","Director & Vice Chairman","Dennis G. Ruppel","CEO & Mgr","Ark Royal Insurance Company","2015","Insurance Co Executive","n/a"
"Fourth Street Banking Company","Director & Vice Chairman","Dennis G. Ruppel","Mgr & Pres","Evergreen 114,"LLC"","2015","Insurance Co Executive","n/a"
"Fourth Street Banking Company","Director,"CEO & President"","Cathy P. Swanson","CEO","Freedom Bank","2015","Bank CEO","n/a"
"Fourth Street Banking Company","Vice Chairman","G. Andrew Williams","n/a","n/a","2015","Bank Executive","n/a"
"Fourth Street Banking Company","Chief Financial Officer","C. Peter Bardin","n/a","Bardin LLC","2015","Bank CFO","n/a"
```
