```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Farmers & Merchants Bancshares,"Inc."","LaFayette,"AL"","2017","Hennon L King","Common Stock","22723","9.903%","n/a"
"Farmers & Merchants Bancshares,"Inc."","LaFayette,"AL"","2017","Vivian H. Tucker","Common Stock","22360","9.744%","n/a"
"Farmers & Merchants Bancshares,"Inc."","LaFayette,"AL"","2017","Tucker Brothers,"LLC"","Common Stock","26800","11.680%","n/a"
"Farmers & Merchants Bancshares,"Inc."","LaFayette,"AL"","2017","Mose A. Tucker","Common Stock","670","0.292%","n/a"
"Farmers & Merchants Bancshares,"Inc."","LaFayette,"AL"","2017","Mose A. Tucker","Common Stock","26800","11.680%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Farmers & Merchants Bancshares,"Inc."","Director","Chan Brinson","President","Brinson Enterprises,"LLC"","2017","Alabama-Georgia Wood","n/a"
"Farmers & Merchants Bancshares,"Inc."","President/CEO","Stanley Tucker","Member","Tucker Brothers,"LLC"","2017","Banker","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","Philip A. Gipson","Director","n/a","2017","Retired Banker","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","Wayne Welch","Director","n/a","2017","Retired Lumber","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","W. Lewis Lowe","Director","n/a","2017","Retired Pharmacist","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","Billy M. Langley","Owner","Billy Langley Logging,"Inc"","2017","Logger","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","Valerie Gray","Director-Chambers County Industrial Development Authority","n/a","2017","n/a","n/a"
"Farmers & Merchants Bancshares,"Inc."","Director","Jeffery Rush McKelvey","Part Owner","McKelvey Chevrolet Corporation","2017","Car Salesman","n/a"
"Farmers & Merchants Bancshares,"Inc."","Secretary","Tiffany Pitchford","Banker","n/a","2017","n/a","n/a"
"Farmers & Merchants Bancshares,"Inc."","None","Tucker Brothers LLC","None","n/a","2017","Agriculture/Farming","n/a"
"Farmers & Merchants Bancshares,"Inc."","None","Kira Dodgen","None","n/a","2017","Banker","n/a"
```
