```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Heritage Bancorporation,"Inc."","Hermosa Beach,"CA"","2018","Kenneth R. Lehman","Common Stock","1710000","45.317%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Delmar Bancorp and The Bank of Delmarva","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Virginia Partners Bank","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","CCF Holding Company and Heritage Bank","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Providence Bank","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Heritage Bancorporation","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Marine Bancorp and Marine Bank & Trust Company","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","ABB Financial Group and Affinity Bank","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","Village Bank & Trust Financial Corporation and Village Bank","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Director","IMF Hekima SACA [LLC]","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","Kenneth R. Lehman","Managing Member","BVC Capital,"LLC"","2018","Bank Investor","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PRES-Medway Group,"Inc."","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PART-Floyd Holdings,"LLC"","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PART-Floyd Real Estate Holdings,"LP"","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PART-JMF Holdings,"LP"","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","MEM-Gravel Hill Farms LLC","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PART-Floyd Stockholdings,"LP"","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","James M. Floyd,"Jr."","n/a","PRES-Iced Down,"LLC"","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Vice Chairman","T. Glenn Fox,"Jr."","n/a","n/a","2018","Retired","n/a"
"Heritage Bancorporation,"Inc."","Director","H. Scott Kroell,"Jr."","Director","n/a","2018","Administrator Pelham Parkway Nursing Home","n/a"
"Heritage Bancorporation,"Inc."","Director President & CEO","Brian L. Smith","n/a","n/a","2018","n/a","n/a"
"Heritage Bancorporation,"Inc."","Director","Marian E. Smith","PRES","Strategic Commercial RE","2018","Commercial RE Broker","n/a"
"Heritage Bancorporation,"Inc."","Chairman","Jeffery L. Arnold","PRES","Jeffery L. Arnold PC","2018","Attorney Arnold,"Stafford & Randolph"","n/a"
"Heritage Bancorporation,"Inc."","Chief Financial Officer","Philip F. Resch","n/a","n/a","2018","n/a","n/a"
"Heritage Bancorporation,"Inc."","Chief Operating Officer","Melissa A. Deal","n/a","n/a","2018","n/a","n/a"
"Heritage Bancorporation,"Inc."","Chief Lending Officer","Stephen L. Parker","n/a","n/a","2018","n/a","n/a"
"Heritage Bancorporation,"Inc."","Chief Revenue Officer","Bennett E. Brown","n/a","n/a","2018","n/a","n/a"
```
