```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Andrew Johnson Bancshares","Greeneville,"TN"","2017","Brandon Hull","sh","106832","28.21%","n/a"
"Andrew Johnson Bancshares","Knoxville,"TN"","2017","Leslie Hull","sh.","55524","14.66%","n/a"
"Andrew Johnson Bancshares","Greeneville,"TN"","2017","SW Marsh","sh.","21898","5.78%","n/a"
"Andrew Johnson Bancshares","Rudledge,"TN"","2017","Frances Burchette","sh.","20663","5.46%","n/a"
"Andrew Johnson Bancshares","Greeneville,"TN"","2017","William P Isbell Trust","sh.","20066","5.30%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Andrew Johnson Bancshares","Director","Sharon L. Folk","President/CEO-Andrew Johnson Golf Club","Andrew Johnson Golf Club,"Inc."","2016","Golf course owner","n/a"
"Andrew Johnson Bancshares","Director","Sharon L. Folk","President/CEO-SF Enterprises","SF Enterprises,"Inc."","2016","Golf course owner","n/a"
"Andrew Johnson Bancshares","Director","Joel Hice","Regional President & Director","n/a","2016","n/a","n/a"
"Andrew Johnson Bancshares","President/CEO & Director","James W. Hickerson,"Sr."","President/CEO & Director","n/a","2016","n/a","n/a"
"Andrew Johnson Bancshares","Director","Paige Hull","Director","Caroline Grace,"LLC"","2016","Inactive CPA","n/a"
"Andrew Johnson Bancshares","Director","Willaim P Isbell","Director","B.I.B.,"Inc."","2016","Insurance agent","n/a"
"Andrew Johnson Bancshares","Director","Willaim P Isbell","Director","Bird & Isbell Associates","2016","Insurance agent","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Interstate Petroleum Company,"Inc."","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Marsco LLC","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Marsh LP Gas Co.,"Inc."","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Marsh LP Gas Co.,"Inc. of Kingsport LLC"","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Marsh Properties LLC","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Marsh LP Gas Co. of Virginia,"Inc."","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Big Al's Pawn Shop","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Christopher Marsh","Director","Check 1st","2016","Gasoline/LP distributor","n/a"
"Andrew Johnson Bancshares","Director","Mark R. Williams","Director","Broker-Century 21","2016","Real estate agent","n/a"
"Andrew Johnson Bancshares","Director","Mark R. Williams","Director","Mark Williams Rentals","2016","Real estate agent","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Leslie Hull","n/a","Greeneville Office Building","2016","Attorney","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","Caroline Grace,"LLC"","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","Leonard & Hull,"LLC"","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","Hull & Shaw","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","Greeneville Rental Station,"LLC"","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","AAA Used Cars,"LLC"","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","RTCH Partnership","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","FDA Developments","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","HMS Partnership","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","HHJ Partnership","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","THW Properties","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","ACTH Properties","2016","Banking","n/a"
"Andrew Johnson Bancshares","Principal shareholder","Brandon Hull","President-Greeneville Federal Bank","Greeneville Office Building","2016","Banking","n/a"
"Andrew Johnson Bancshares","Director","Denise Terry","Director","The Terry Law Firm","2016","Attorney","n/a"
"Andrew Johnson Bancshares","Director","Denise Terry","Director","Terry Brothers & One","2016","Attorney","n/a"
"Andrew Johnson Bancshares","Director","Denise Terry","Director","Seascape Partners","2016","Attorney","n/a"
"Andrew Johnson Bancshares","Director","Denise Terry","Director","BCD Partners","2016","Attorney","n/a"
"Andrew Johnson Bancshares","Director","Denise Terry","Director","HT Properties","2016","Attorney","n/a"
```
