```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Central Financial Holdings,"Inc"","Tampa,"FL"","2014","Vijay M. Patel and Tejal V. Patel","n/a","100000","5.42%","3468478"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Central Bank","Executive Vice President","John Thompson","President","See Attached","2014","Bank Officer","n/a"
"Central Bank","Director","Arvind C. Patel","Director","See Attached","2014","Hotel Owner & Operator","n/a"
"Central Bank","Director","Jayesh K. Patel","Director","See Attached","2014","Project Engineer-St. of NJ","n/a"
"Central Bank","Chairman/Secretary & CFO","Nileshkumar C. Patel","Director/Vice Chairman/Secretary/Risk Manager/ISO","See Attached","2014","Financial Analyst/CFA","n/a"
"Central Bank","Director","Jayesh D. Patel","Director","See Attached","2014","Hotel Owner & Operator","n/a"
"Central Bank","Director","Dinubhai Patel","Director","See Attached","2014","Motel Owner & Operator","n/a"
"Central Bank","Director","Jiten Patel","Director","See Attached","2014","Business","n/a"
"Central Bank","Director","Mahendra Patel","Director","See Attached","2014","Commercial Real Estate Developer & Hotel Owner","n/a"
"Central Bank","Director/Chairman/President & CEO","Rajeshkumar C. Patel","Director/Chairman","See Attached","2014","Real Estate Investor & Medical Doctor","n/a"
"Central Bank","Director","Dr. Vijay Patel","Director","See Attached","2014","Medical Doctor","n/a"
"Central Bank","Director","Shilen Patel","Director","See Attached","2014","President Medical Software Company","n/a"
"Central Bank","SVP/Senior Lending Officer","Scott Kohler","n/a","n/a","2014","n/a","n/a"
"Central Bank","SVP/Chief Credit Officer","Nancy Pepper","n/a","n/a","2014","n/a","n/a"
"Central Bank","SVP/Controller","Javier Espido","EVP/Chief Financial Officer","n/a","2014","Bank Officer","n/a"
```
