```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Auburn National Bancorporation,"Inc."","Auburn","2017","E.L. Spencer,"Jr."","n/a","744316","20.43%"
"Auburn National Bancorporation,"Inc."","Auburn","2017","Emil F. Wright,"Jr."","n/a","394884","10.84%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Auburn National Bancorporation,"Inc."","President,"CEO"","Robert Dumas","President,"CEO & Director of AuburnBank"","Director,"East Alabama Medical Center"","2017"
"Auburn National Bancorporation,"Inc."","n/a","Terrell Bishop","n/a","n/a","2017"
"Auburn National Bancorporation,"Inc."","EVP & CFO","David Hedges","EVP & CFO of Auburnbank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Kris W. Blackmon","VP & Chief Investment Officer AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Gene Dulaney","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","W. Thomas Johnson","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Marla L. Kickliter","SVP of Compliance/Internal Audit AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Shannon S. O'Donnell","SVP of Credit Administration AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Jerome B. Siegel","SVP & Chief Technology Officer AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","C. Eddie Smith","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Robert Smith","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","James Walker","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","S. Mark Bridges","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","n/a","Mike King","SVP of AuburnBank","n/a","2017"
"Auburn National Bancorporation,"Inc."","Director","E.L. Spencer,"Jr."","Director of AuburnBank","Spencer & Spencer","2017"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr."","Director of AuburnBank","Varsity Enterprises","2017"
"Auburn National Bancorporation,"Inc."","Director","Edward L. Spencer,"III"","Director of AuburnBank","Spencer,"LLC"","2017"
"Auburn National Bancorporation,"Inc."","Secretary and Treasurer","C. Wayne Alderman","Director of AuburnBank","Director,"IntraMicron","Inc."","2017"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","Director of AuburnBank","Member,"Barrett","Satterwhite","and Hood","LLC"","2017"
"Auburn National Bancorporation,"Inc."","Assistant Secretary and Assistant Treasurer","Anne May","Director of AuburnBank","Partner,"Machen & McChesney","LLP"","2017"
"Auburn National Bancorporation,"Inc."","Director","Terry W. Andrus","Director of AuburnBank","CEO of East AL Medical Center","2017"
"Auburn National Bancorporation,"Inc."","Director","David E. Housel","Director of AuburnBank","Director of Athletics Emeritus,"Auburn Univ."","2017"
"Auburn National Bancorporation,"Inc."","Director","Amy B. Murphy","Director of AuburnBank","President,"Murphy Cotton Co","Inc."","2017"
"Auburn National Bancorporation,"Inc."","Director","Dr. Patricia Wade","Director of AuburnBank","Director - CHF Clinc,"Auburn Cardiovascular P.C."","2017"
"Auburn National Bancorporation,"Inc."","n/a","Emil F. Wright","n/a","n/a","2017"
```
