```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","JOHN CARLOS MCDEARMAN III","n/a","17293","0.15%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","JACK W. BELL","common stock","190452","1.66%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","J. RANDALL CLEMONS","n/a","170323","1.48%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","JAMES F. COMER","n/a","27967","0.24%","n/a"
"Wilson Bank Holding Company","Murfreesboro,"TN"","2022","WILLIAM P. JORDAN","n/a","44417","0.39%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","JAMES ANTHONY PATTON","n/a","76089","0.66%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","HERBERT ELMER RICHERSON","n/a","80097","0.70%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","MICHAEL G. MAYNARD","n/a","15293","0.13%","n/a"
"Wilson Bank Holding Company","Lebanon,"TN"","2022","CLINTON M. SWAIN","n/a","7387","0.06%","n/a"
"Wilson Bank Holding Company","Old Hickory,"TN"","2022","DEBORAH VARALLO","n/a","104","0.001%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Wilson Bank Holding Company","President & CEO","JOHN CARLOS MCDEARMAN III","n/a","n/a","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JACK W. BELL","President/Owner","Jack Bell Builders,"Inc."","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JACK W. BELL","Vice President","E B Builders Inc.","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JACK W. BELL","Chief Manager","Horn Springs Development","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","J. RANDALL CLEMONS","n/a","Wilson County Promotions,"Inc."","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","J. RANDALL CLEMONS","n/a","Granville Museum,"Inc."","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES F. COMER","Owner/ President","Comerica Enterprises,"Inc."","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES F. COMER","President and Co-owner","Classic Coaches Inc.","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES F. COMER","Co-owner","B and C Investors","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES F. COMER","Owner","Comerica Homes","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES F. COMER","Director","Community Bank of Smith Co","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","WILLIAM P. JORDAN","n/a","n/a","2022","Real Estate Investor and farming operation partner","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","JAMES ANTHONY PΑΤΤΟΝ","Owner","C&T Farms","2022","n/a","n/a"
"Wilson Bank Holding Company","Chairman and Director of the Company","HERBERT ELMER RICHERSON","Treasurer","Industrial Development Board of Wilson County","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","MICHAEL G. MAYNARD","Chief Manager","Four Star Paving,"LLC"","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","CLINTON M. SWAIN","Co-Owner","Fakes & Hooker,"Inc."","2022","n/a","n/a"
"Wilson Bank Holding Company","Director of Wilson Bank & Trust","DEBORAH VARALLO","President","Varallo Public Relations","2022","n/a","n/a"
```
