```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FMB Bancshares,"Inc."","Valdosta,"GA"","2021","Jimmy Allen","Common Stock","23823","5.95%","n/a"
"FMB Bancshares,"Inc."","Valdosta,"GA"","2021","FMB Resolution Investor,"LLC"","Common Stock","35000","8.74%","n/a"
"FMB Bancshares,"Inc."","Valdosta,"GA"","2021","Scrub Oaks Investments,"LLC"","Common Stock","21838","5.46%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FMB Bancshares,"Inc."","Vice Chairman","Jeff Parrish","Director / President & CEO","Farmers and Merchants Bank","2021","n/a","n/a"
"FMB Bancshares,"Inc."","Director","James Douglas","Owner","Heritage Builders Supply","2021","Owner,"Heritage Builders Supply"","n/a"
"FMB Bancshares,"Inc."","Director","George Lee","Chairman","Farmers and Merchants Bank","2021","n/a","n/a"
"FMB Bancshares,"Inc."","Director","Jeff Brown","Vice President Finance","Lee Container Corp.","2021","Vice President Finance,"Lee Container Corp."","n/a"
"FMB Bancshares,"Inc."","Director","Robert Varnedoe","President","Lee Container Corp.","2021","President,"Lee Container Corp."","n/a"
"FMB Bancshares,"Inc."","Director","Freddie Palmer","Owner","Cook County Timber","2021","Owner,"Cook County Timber"","n/a"
"FMB Bancshares,"Inc."","Director","L. E. Watson","Director","Farmers and Merchants Bank","2021","Farmer","n/a"
```
