Here are the two CSV tables extracted from the document:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Alapaha Holding Company","Alapaha","2017","Marguerite J. Gaskins Trust","n/a","2200","6.33%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Alapaha Holding Company","Director","Rickey Carter","Entrepreneur","Nashville Tractor,"Inc."","2017"
"Alapaha Holding Company","Director","Luther L. Duke,"III"","Entrepreneur","Adel Ice Company,"Inc."","2017"
"Alapaha Holding Company","Director","James R. Gaskins","n/a","n/a","2017"
"Alapaha Holding Company","Director","Cecil W. Hill","n/a","n/a","2017"
"Alapaha Holding Company","President","Kenneth E. Hughes","n/a","n/a","2017"
"Alapaha Holding Company","Director","Tommy Lee","Farmer & Entrepreneur","Lee Farm Supply,"LLC"","2017"
"Alapaha Holding Company","Director","Steve McMillan","Farmer","Berrien Peanut Co-","2017"
"Alapaha Holding Company","Director","C. Dane Perkins","Judge","Troutdale Corporation-","2017"
"Alapaha Holding Company","Director","Sylvia L. Roberts","n/a","Alapaha Station Celebration,"Inc.-"","2017"
"Alapaha Holding Company","Director","Daniel L. Studstill-","Attorney","Daniel L. Studstill,"PC"","2017"
"Alapaha Holding Company","n/a","Erin B. Watson","n/a","n/a","2017"
```
