```csv
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"LBC Bancshares,"Inc."","Peachtree City,"GA"","2017","John Hardy Jones","Common Stock","141275","11.48%","n/a"
"LBC Bancshares,"Inc."","Point Clear,"AL"","2017","Jared T. Jones","Common Stock","99477","8.08%","n/a"
"LBC Bancshares,"Inc."","LaGrange,"GA"","2017","C. Wesley Smith,"Jr."","Common Shares","132288","10.75%","n/a"
```
```csv
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"LBC Bancshares,"Inc."","Director","Nancy K. Adam","n/a","n/a","2016","Retired Banker & Bank Regulator","n/a"
"LBC Bancshares,"Inc."","President & CEO and Director","Leonard H. Bateman,"Jr."","n/a","n/a","2016","Banker","n/a"
"LBC Bancshares,"Inc."","Retired CFO","Ann B. Bledsoe","n/a","n/a","2016","Banker - Retired","n/a"
"LBC Bancshares,"Inc."","Secretary","Holly T. Britt","n/a","n/a","2016","Banker","n/a"
"LBC Bancshares,"Inc."","SVP & CCO","Holly T. Britt","n/a","n/a","2016","Banker","n/a"
"LBC Bancshares,"Inc."","Director","George Childress","n/a","George W. Childress,"DMD","PC"","2016","Dentist","n/a"
"LBC Bancshares,"Inc."","Director","George Childress","n/a","n/a","2016","Dentist","n/a"
"LBC Bancshares,"Inc."","Director","Robert Copeland","n/a","n/a","2016","Physician - Retired","n/a"
"LBC Bancshares,"Inc."","Director of Development","Susan Ferguson","n/a","n/a","2016","n/a","n/a"
"LBC Bancshares,"Inc."","Director of Development","Susan Ferguson","n/a","West Georgia Health Foundation","2016","n/a","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","J. T. Jones & Associates Realty Inc.","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","J. T. Jones Development Co.","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","J. T. Jones Co.","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","Jones 118 Gordon,"LLC"","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","Jones 1570 Lukken,"LLC"","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","Driftwood Inn,"LLC"","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","Jones 316 North Lewis,"LLC"","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Chairman of the Board","Jared T. Jones","n/a","Jones West Haralson,"LLC"","2016","Realtor","n/a"
"LBC Bancshares,"Inc."","Director","John Jackson,"Jr."","n/a","John M. Jackson,"Jr.","DMD","PC"","2016","Dentist","n/a"
"LBC Bancshares,"Inc."","Director","John Jackson,"Jr."","n/a","Jackson and Jackson Partnership","2016","Dentist","n/a"
"LBC Bancshares,"Inc."","Principal shareholder","John Hardy Jones","n/a","n/a","2016","Real Estate Investor","n/a"
"LBC Bancshares,"Inc."","Director Emeritus","John Hardy Jones","n/a","n/a","2016","Real Estate Investor","n/a"
"LBC Bancshares,"Inc."","Director","Mack Reynolds","n/a","n/a","2016","Attorney","n/a"
"LBC Bancshares,"Inc."","Director","C. Wesley Smith,"Jr."","n/a","Hutchinson Traylor Insurance Agency","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","Director","C. Wesley Smith,"Jr."","n/a","Another Road,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","Director","C. Wesley Smith,"Jr."","n/a","Lorie Darling,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","President & Treasurer","C. Wesley Smith,"Jr."","n/a","Hutchinson Traylor Insurance Agency","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","President & Treasurer","C. Wesley Smith,"Jr."","n/a","Another Road,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","President & Treasurer","C. Wesley Smith,"Jr."","n/a","Lorie Darling,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","Partner","C. Wesley Smith,"Jr."","n/a","Another Road,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","Partner","C. Wesley Smith,"Jr."","n/a","Lorie Darling,"LLC"","2016","Insurance","n/a"
"LBC Bancshares,"Inc."","Director","James Williams","n/a","n/a","2016","Retired Builder","n/a"
"LBC Bancshares,"Inc."","Director","John Holt","n/a","n/a","2016","Financial Advisor","n/a"
```
