```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Federal Bancorp,"MHC"","Lake City,"Florida"","2021","n/a","n/a","n/a","n/a","n/a"
"First Federal Bancorp,"Inc."","Lake City,"Florida"","2021","n/a","n/a","n/a","n/a","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Federal Bancorp,"MHC"","Director,"Vice Chairman","Secretary and Treasurer"","Philip J. Moses Jr.","Managing Partner","Odom Moses and Co.,"LLP"","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","President","Philip J. Moses,"Jr. P.A."","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","General Partner","Northwest Quadrant Land Trust","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","Board Member","Florida Gateway College Foundation","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","Council Member","Epiphany Catholic Church Finance Committee","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","Board member","The Catholic Foundation Diocese of St. Augustine","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","Board member","Haven Hospice","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Philip J. Moses Jr.","Limited partner","Belford Pines and Low Angle Group","2021","Financial Advisor","n/a"
"First Federal Bancorp,"MHC"","Director","Lawrence A. McGrath","n/a","n/a","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","Officer","Smith & Smith,"P.A."","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","General Partner","Northwest Quadrant Land Trust","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","General Partner","I-75 Land Trust","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","Owner","Cypress Lake Properties of Lake City,"Inc."","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","General Partner","Cypress Lake Land Trust","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","General Partner","C&W Land Trust","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","General Partner","Forest Lake Land Trust","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","Limited Partner","Price Creek LLC","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","Limited Partner","Beulah Road Properties LLC","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Stephen A. Smith","Limited Partner","US 90 Gators LLC","2021","Attorney","n/a"
"First Federal Bancorp,"MHC"","Director","Brian K. Leibfried","Director of Client Insights and Analytics","Performance Trust Capital Partners","2021","Investment Advisor","n/a"
"First Federal Bancorp,"MHC"","Director,"Chairman"","Keith C. Leibfried","Signer","Live,"Love","Laugh Photography"","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","President / Chief Executive Officer","John Medina","n/a","n/a","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Senior Executive Vice President / Chief Operating Officer","Pam Hitt","Owner","Hitt Pest Control,"Inc."","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Senior Executive Vice President / Chief Risk Officer","James G. Moses","n/a","n/a","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Owner","Reliable Staffing Solutions,"Inc."","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Trustee","Carrie Odom Trust","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Trustee","Virginia Odom Family Trust","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Limited Guarantee","Premiere Investments,"LLC"","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Trustee","Rod Bowdoin Trust","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","President","CARC","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Director","Oak Meadow & Forrest Plantation HOA","2021","n/a","n/a"
"First Federal Bancorp,"MHC"","Executive Vice President / Chief Financial Officer","G. David Brewer","Director","Florida Gateway College Foundation","2021","n/a","n/a"
```
