```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Community Bank of Georgia,"Inc."","Baxley,"GA"","2019","W. Jeffrey Turner","Common Stock","50015","8.6%","n/a"
"Community Bank of Georgia,"Inc."","Baxley,"GA"","2019","Marcus C. Long","Common Stock","34835","6.0%","n/a"
"Community Bank of Georgia,"Inc."","Baxley,"GA"","2019","Lamar R. Turner","Common Stock","30000","5.2%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Community Bank of Georgia,"Inc."","Director","Samuel Cain","n/a","n/a","2019","Farmer","n/a"
"Community Bank of Georgia,"Inc."","Director","Mike Cleland","n/a","n/a","2019","Retired Engineer","n/a"
"Community Bank of Georgia,"Inc."","Director","David G. Douglas","Owner","Douglas & Harper Mfg Co.,"Inc."","2019","Manufacturing Distribution","n/a"
"Community Bank of Georgia,"Inc."","Director","William W. Eason","n/a","n/a","2019","Farmer","n/a"
"Community Bank of Georgia,"Inc."","Director - Community Bank of Georgia/CFO","Randy Hicks","n/a","n/a","2019","CFO of the Bank and HC/Secretary","n/a"
"Community Bank of Georgia,"Inc."","Director","Alex Johnson","President","J. Alexander Johnson","2019","Attorney","n/a"
"Community Bank of Georgia,"Inc."","Chairman/Director","Marcus C. Long","n/a","n/a","2019","Certified Public Accountant","n/a"
"Community Bank of Georgia,"Inc."","Director","Robert E. Mathews","Owner & President","Mathews Trucking,"Inc."","2019","Trucking Company/Farming","n/a"
"Community Bank of Georgia,"Inc."","Director","Robert E. Mathews","Owner & President","Mathews Farms","2019","Trucking Company/Farming","n/a"
"Community Bank of Georgia,"Inc."","Director","Harold E. Rentz.,"DMD"","Owner","Harold E Rentz Jr DMD","2019","Dentist","n/a"
"Community Bank of Georgia,"Inc."","Director/President/ CEO","Kelly Stone","n/a","n/a","2019","n/a","n/a"
"Community Bank of Georgia,"Inc."","Director","Jeffery Turner","Owner of Turner Farms / Director","n/a","2019","Farmer","n/a"
"Community Bank of Georgia,"Inc."","Director","Jeffery Turner","Shareholder","Southeastern Cotton Gin,"Inc."","2019","Farmer","n/a"
"Community Bank of Georgia,"Inc."","Director","Lamar Turner","Owner","Southeastern Business Machines,"Inc."","2019","Business Machine/Low Volteage Contractor","n/a"
"Community Bank of Georgia,"Inc."","Director","Lamar Turner","Shareholder","Southeastern Cotton Gin,"Inc."","2019","Business Machine/Low Volteage Contractor","n/a"
"Community Bank of Georgia,"Inc."","Director","Ronnie White","President-Co-Owner","White Electric,"Inc."","2019","Electrical Contracting Company","n/a"
"Community Bank of Georgia,"Inc."","Director","Ronnie White","President-Co-Owner","Rhino MFG.","2019","Electrical Contracting Company","n/a"
```
