```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Bank of Anguilla","Gainesville,"Georgia"","2016","Rives C. Carter","n/a","4380","5.23%","n/a"
"Bank of Anguilla","Vicksburg,"Mississippi"","2016","Ann G. Gerache","n/a","6590","7.87%","n/a"
"Bank of Anguilla","Cary,"Mississippi"","2016","Benlee LP","n/a","5420","6.47%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Bank of Anguilla","President & CEO,"Director"","Andy Anderson","n/a","None","2016","n/a","n/a"
"Bank of Anguilla","Director","Ben Bryant","President","Bryant Group of MS","2016","Accountant","n/a"
"Bank of Anguilla","Director","Ben Bryant","President","B & B Consulting","2016","Accountant","n/a"
"Bank of Anguilla","Director","Ben Bryant","President","Compu-Books,"Inc."","2016","Accountant","n/a"
"Bank of Anguilla","Director","Ben Bryant","President","Agri Capital Group,"Inc."","2016","Accountant","n/a"
"Bank of Anguilla","Director","Ben Bryant","President","Delta Resource Group,"Inc."","2016","Accountant","n/a"
"Bank of Anguilla","Director","Clark Carter","Partner","CLC Farms","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Partner","CWC Farms","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Partner","CCA Properties","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Partner","WCC Trucking,"LLC"","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Manager","Associated Producers","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Manager","Carter Plantation","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Partner","Cross Bayou Inc","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Director","Carter Bro. Farms Inc.","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Clark Carter","Director","Carter Brothers Inc","2016","Farmer & Gin Operator","n/a"
"Bank of Anguilla","Director","Kevin Corban","President","Corban Agri Consulting Inc.","2016","Crop Consultant & Crop Insurance Agent","n/a"
"Bank of Anguilla","Director","Kevin Corban","Agent","Delta Area Crop Ins.","2016","Crop Consultant & Crop Insurance Agent","n/a"
"Bank of Anguilla","Director","Kevin Corban","Partner","Hollis Farms Ptnship","2016","Crop Consultant & Crop Insurance Agent","n/a"
"Bank of Anguilla","Director","Kevin Corban","Manager","Kalama Plt LLC","2016","Crop Consultant & Crop Insurance Agent","n/a"
"Bank of Anguilla","Director","Kevin Corban","Member","Gulf Shores Tack Jack LLC","2016","Crop Consultant & Crop Insurance Agent","n/a"
"Bank of Anguilla","Director","Bert Darnell","President","Hollywood Farms","2016","Farmer","n/a"
"Bank of Anguilla","Director","Bert Darnell","President","Darnell Farms,"Inc"","2016","Farmer","n/a"
"Bank of Anguilla","Director","Bert Darnell","President","New Ground Corp.","2016","Farmer","n/a"
"Bank of Anguilla","Director","Mike Lamensdorf","Vice-Pres.","Grundfest & Klaus","2016","Farmer & Publisher","n/a"
"Bank of Anguilla","Director","Mike Lamensdorf","Manager","Lamensdorf,"LLC"","2016","Farmer & Publisher","n/a"
