```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Cogent Bancorp,"Inc."","Jacksonville,"FL"","2018","Lee E. Hanna","Common","1940000.00","8%","n/a"
"Cogent Bancorp,"Inc."","Orlando,"FL"","2018","Chirag J. Bhavsar","Common","2045000.00","8%","n/a"
"Cogent Bancorp,"Inc."","Jacksonville,"FL"","2018","Rice Financial Holdings,"LLC"","Common","1490000.00","6%","n/a"
"Cogent Bancorp,"Inc."","Jacksonville,"FL"","2018","Dianne T. Rice Rev. Trust DTD 10/13/98","Common","345000.00","1%","n/a"
"Cogent Bancorp,"Inc."","Jacksonville,"FL"","2018","Clemson Investments,"LLC"","Common","70000.00","2%","n/a"
"Cogent Bancorp,"Inc."","Winter Springs,"FL"","2018","James M. Seneff,"Jr."","Common","2350000.00","9%","n/a"
"Cogent Bancorp,"Inc."","New Port Richey,"FL"","2018","Vijay Patel","Common","1039841.00","4%","n/a"
"Cogent Bancorp,"Inc."","New Port Richey,"FL"","2018","Hudson Investment One LLC","Common","1029125.00","4%","n/a"
"Cogent Bancorp,"Inc."","Orange City,"FL"","2018","Stephen S. Spore Trust","Common","2197.00","1%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Cogent Bancorp,"Inc."","Director","Lee E. Hanna","Chairman and CEO of Cogent Bank","n/a","2018","Director","n/a"
"Cogent Bancorp,"Inc."","President","Chirag J. Bhavsar","President of Cogent Bank,"Co-CEO of CNL Financial Group","Inc"","Currency Exchange International,"Corp."","2018","Director","n/a"
"Cogent Bancorp,"Inc."","President","Chirag J. Bhavsar","President of Cogent Bank,"Co-CEO of CNL Financial Group","Inc"","CNL Financial Group,"Inc."","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","Mitchel Laskey","Co-Founder and Managing Partner of DeepWork Capital","Fan Management Partners,"LLC"","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","Mitchel Laskey","Co-Founder and Managing Partner of DeepWork Capital","Deepwork Capital,"LLC"","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","Mitchel Laskey","Co-Founder and Managing Partner of DeepWork Capital","MJL Advisors,"Inc."","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","Paul Ellis","CEO of Foundry Commercial","Foundry Commercial,"LLC"","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","Heath Ritenour","CEO of Insurance Office of America","Insurance Office of America","2018","Director","n/a"
"Cogent Bancorp,"Inc."","Director","C. Daniel Rice","CEO of Maypot Venture Partners,"LLC"","Mayport Venture Partners,"LLC"","2018","Director","n/a"
```
