```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","Dr. Frank V. Bervaldi","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","William O. Kemp,"Trustee"","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","Susan J. Kemp,"Trustee"","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Coral Gables,"FL"","2018","Carl R. Zwerner,"Trustee"","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Boca Raton,"FL"","2018","Paola M. Luptak,"Trustee"","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","Luis Cobo and Ana Cobo","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","T. Mark Jones and April Jones","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","JMS Dynasty Trust","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","RAS Dynasty Trust","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","WBS Dynasty Trust","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","J.M. & T.M. Spottswood","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Houston,"TX"","2018","Lande A. Spottswood","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","Robert A. Spottswood,"Jr."","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Ft. Lauderdale,"FL"","2018","Phillip G. Spottswood","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Miami,"FL"","2018","Elaine M. Spottswood","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Coral Gables,"FL"","2018","Mary Anne Spottswood","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Key West,"FL"","2018","William B. Spottswood,"Jr."","n/a","n/a","n/a","3897519"
"First State Bank of the Florida Keys Holding Company","Aventura,"FL"","2018","Charles C. Spottswood","n/a","n/a","n/a","3897519"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First State Bank of the Florida Keys Holding Company","Director","Luis Cobo","Vice President","Ven-A-Care","2018","Registered Pharmacist","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Luis Cobo","n/a","100 Iroquois LLC","2018","Registered Pharmacist","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Luis Cobo","n/a","7G Spottswood,"LLC"","2018","Registered Pharmacist","3897519"
"First State Bank of the Florida Keys Holding Company","Director","T Mark Jones","President","Ven-A-Care","2018","Vice President","3897519"
"First State Bank of the Florida Keys Holding Company","Director","T Mark Jones","n/a","7G Spottswood,"LLC"","2018","Vice President","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Paola M Luptak","Attorney,"Real Estate Development"","n/a","n/a","2018","Sole Owner","3897519"
"First State Bank of the Florida Keys Holding Company","CEO","John Spottswood Jr.","President","Spottswood Companies Inc","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","CEO","John Spottswood Jr.","Attorney (John)","CBROA Owners Association","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","CEO","John Spottswood Jr.","Attorney (John)","Spottswood Partners LTD","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","CEO","John Spottswood Jr.","Attorney (John)","Spottswood Partners II LTD","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Dr Frank Bervaldı","n/a","n/a","2018","Investor","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Dennis Bishop","n/a","n/a","2018","Retired (CPA)","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Jay Hershoff","Mnging Partner","100 Iroquois LLC","2018","Registered Pharmacist","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Markus Jakobson","n/a","1106 Michigan LLC","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","Director","William Kemp","n/a","Kemp Family Investment LLC","2018","Vice Chairman","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Dr. Michael Klitenick","n/a","n/a","2018","Retired (Surgeon)","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Randy Moore","n/a","n/a","2018","Certified Public Accountant","3897519"
"First State Bank of the Florida Keys Holding Company","Vice President","Michael Morrow","n/a","Mike Morrow Company","2018","Consultant","3897519"
"First State Bank of the Florida Keys Holding Company","President","Karen Sharp","n/a","n/a","2018","Consultant","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Robert Spottswood","President","Spottswood Companies Inc","2018","President Keystar Inc","3897519"
"First State Bank of the Florida Keys Holding Company","Director","William Spottswood","n/a","n/a","2018","Attorney","3897519"
"First State Bank of the Florida Keys Holding Company","Director","Carl Zwerner","n/a","International Glass Specialists","2018","Investor","3897519"
"First State Bank of the Florida Keys Holding Company","EVP. CFO","David Kolhagen","n/a","n/a","2018","Corporate Secretary","3897519"
"First State Bank of the Florida Keys Holding Company","EVP. Corporate Secretary,"Personal Banking Executive"","Doria Goodrich","n/a","n/a","2018","Corporate Secretary","3897519"
```
