```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"CBOS Bankshares,"Inc."","Merritt Island,"FL"","2019","William T. Taylor","Individual","37963","6.63%","n/a"
"CBOS Bankshares,"Inc."","Merritt Island,"FL"","2019","William T. Taylor","Watson Trust","4000","0.70%","n/a"
"CBOS Bankshares,"Inc."","Merritt Island,"FL"","2019","William T. Taylor","CBOS Bankshares ESOP (w/401K Prov)","40003.3","6.99%","n/a"
"CBOS Bankshares,"Inc."","Merritt Island,"FL"","2019","CBOS Bankshares,"Inc Employee Stock Ownership Plan (w/401k Provisions)"","Common Stock","56653","9.90%","n/a"
"CBOS Bankshares,"Inc."","Merritt Island,"FL"","2019","Maheshchandra R. Shah and Rashmi M. Shah","Common Stock","61332","10.72%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"CBOS Bankshares,"Inc."","Director & CEO","William T. Taylor","n/a","n/a","2019","n/a","n/a"
"CBOS Bankshares,"Inc."","Director President","Harold T. Bistline","n/a","Harold T. Bistline,"PA"","2019","Attorney","n/a"
"CBOS Bankshares,"Inc."","Director Owner","Stephen D. Crisafulli","n/a","Crisafulli Enterprises","2019","Business Owner","n/a"
"CBOS Bankshares,"Inc."","Director Owner","Stephen D. Crisafulli","n/a","Crisafulli Builders","2019","Business Owner","n/a"
"CBOS Bankshares,"Inc."","Director Owner","Stephen D. Crisafulli","n/a","Crisafulli Consulting","2019","Business Owner","n/a"
"CBOS Bankshares,"Inc."","Director","Maxwell King","n/a","n/a","2019","Retired College Pres","n/a"
"CBOS Bankshares,"Inc."","Director President","Kevin Markey","n/a","Kevin P. Markey,"P.L."","2019","Attorney","n/a"
"CBOS Bankshares,"Inc."","Director President","Kevin Steele","n/a","Bob Steele Chevrolet","2019","Car Dealer","n/a"
"CBOS Bankshares,"Inc."","Shareholder","Maheshchandra R. Shah and Rashmi M. Shah","President","Southeast Petro Distributors","2019","Petroleum Distributor","n/a"
```
