```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Margie Amin","n/a","52000","6.3634%","n/a"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Dr. Gregory G. Goggans","n/a","58333","7.1384%","n/a"
"DNB Financial Services,"Inc."","West Green,"Ga"","2017","Kerry Van Moore","n/a","80333","9.8307%","n/a"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Elton D. Brooks,"Jr."","n/a","100000","12.2374%","n/a"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Luke E. Morgan","n/a","83000","10.1570%","n/a"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Stuart S. Smith","n/a","68500","8.3826%","n/a"
"DNB Financial Services,"Inc."","Douglas,"Ga"","2017","Diann V. Lott","n/a","45000","5.5068%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"DNB Financial Services,"Inc."","EVP","Luke E. Morgan","n/a","n/a","2017","n/a","n/a"
"DNB Financial Services,"Inc."","Director & President","Stuart S. Smith","n/a","n/a","2017","n/a","n/a"
"DNB Financial Services,"Inc."","EVP & CFO","Tonia Guthrie","n/a","n/a","2017","n/a","n/a"
"DNB Financial Services,"Inc."","EVP","Michael Lott","n/a","n/a","2017","n/a","n/a"
"DNB Financial Services,"Inc."","Director","Dr. Gregory G. Goggans","n/a","Gregory Goggans,"DMD","MS"","2017","Orthodontist","n/a"
"DNB Financial Services,"Inc."","Director","Kerry Van Moore","n/a","n/a","2017","Farmer","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","Pres/CEO","Brooks Aviation,"Inc"","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","Sec/Treas","Advanced Industrial Components,"Inc"","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","Member","Douglas Helicopter,"LLC"","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","Member","Tradewind Turbine,"LLC"","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","n/a","The Liberty Foundation,"LLC"","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","n/a","Brooks Auto Parts","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director & Chairman","Elton D. Brooks,"Jr."","n/a","Brooks Auto Supply","2017","Pres/CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","CEO","Specialized Structures,"Inc."","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Ware Forest,"Inc"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Madison Timberlands,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Hamilton Timberlands,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","B C W Groves,"Inc."","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Pineland Abiation-Hanger","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Toasty Foods of Douglas,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Toasty Foods of Brunswick,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","BenTec,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Southeast Modular-Ellaville","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","301 Land Investment,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Ocilla,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Douglas,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Alma,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Hazlehurst,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Waycross-Downtown,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Carter Marketing,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","TMC RX Mgt.,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Vidalia SC,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","CT Realty,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","MPC,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Med. Cab. Of Waycross,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Yellow Fly Plantation,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","YellowFly Water,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Dover Hall Plantation,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","Nathaniel A. Carter,"Jr."","n/a","Kingsway Productions,"LLC"","2017","CEO","n/a"
"DNB Financial Services,"Inc."","Director","David Lott","n/a","Superior Financial Management Services,"LLC"","2017","n/a","n/a"
"DNB Financial Services,"Inc."","Director","David Lott","n/a","Douglas Investment Company,"LLC"","2017","n/a","n/a"
