```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Marine Bancorp of Florida,"Inc."","Arlington,"VA"","2017","Kenneth R. Lehman","Common Stock","602816","44.5%","n/a"
"Marine Bancorp of Florida,"Inc."","Washington,"MO"","2017","Douglas E. Hazel and his family members","Common Stock","166945","12.3%","n/a"
"Marine Bancorp of Florida,"Inc."","New York,"NY"","2017","First Manhattan Bank","Common Stock","98730","7.3%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Marine Bancorp of Florida,"Inc."","President/CEO","William J. Penney","President","n/a","2017","President","n/a"
"Marine Bancorp of Florida,"Inc."","EVP/CFO","Charles J. Gisler,"Jr."","Chief Financial Officer","n/a","2017","Chief Financial Officer","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Donald L. Ames,"M.D."","Director","Mary R. Ames Trust","2017","Retired","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Croom Construction Co","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Whitehall Home Maintenance","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Whitehall Properties","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Wabasso Partnership","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Two Gators and a Dawg LLC","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","David S. Croom","Director","Tiger Dawg LLC","2017","Construction Executive","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Wilton R. Banack","Owner","Quality Fruit Packers of Indian River,"Inc."","2017","Entrepreneur","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Wilton R. Banack","Owner","River One International Marketing","2017","Entrepreneur","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Premier Club Management Services","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Partner","Pinnacle Golf,"LLC (Quail Valley)"","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","SCAG,"LLC"","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Partner","Donegal Partners","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Owner","Donkey Head,"LLC"","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Valley View 9 LLC","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Managing Partner","Peter Olivers,"LLC"","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Investor","D & G Investments","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Investor","RIV,"LLC"","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Kevin J. Given","Investor","Black Oak Properties","2017","Real Estate Management","n/a"
"Marine Bancorp of Florida,"Inc."","Director","Erin K. Grall","Partner","Grall Law Group","2017","Attorney","n/a"
