```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Surety Financial Holdings,"Inc."","DeLand,"FL"","2023","James,"Gregory S"","n/a","72497","36.01%","n/a"
"Surety Financial Holdings,"Inc."","DeLand,"FL"","2023","James,"Craig T"","n/a","25377","12.61%","n/a"
"Surety Financial Holdings,"Inc."","DeLand,"FL"","2023","James,"Ellen C"","n/a","12568","6.24%","n/a"
"Surety Financial Holdings,"Inc."","DeLand,"FL"","2023","Meyers,"Laren R"","n/a","11393","5.66%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Surety Financial Holdings,"Inc."","Director","James,"Gregory S"","Director","n/a","2023","Retired","n/a"
"Surety Financial Holdings,"Inc."","Director","James,"Craig T"","Director","n/a","2023","Retired","n/a"
"Surety Financial Holdings,"Inc."","Director","Taylor,"Richard W"","Director","n/a","2023","Retired","n/a"
"Surety Financial Holdings,"Inc."","Director","Baldauff,"James D"","Director","n/a","2023","Retired","n/a"
"Surety Financial Holdings,"Inc."","Director","Lee,"Eric C."","Director","Managing Partner","2023","Self Employed","n/a"
"Surety Financial Holdings,"Inc."","n/a","Lee,"Eric C."","n/a","Envision CrossFit","2023","Self Employed","n/a"
"Surety Financial Holdings,"Inc."","President/CEO","James,"Ryan G"","President/CEO","n/a","2023","President/CEO","n/a"
"Surety Financial Holdings,"Inc."","n/a","James,"Ryan G"","n/a","Surety Bank","2023","President/CEO","n/a"
"Surety Financial Holdings,"Inc."","Director","Charlton,"Kathlyn J"","Director","n/a","2023","Retired","n/a"
```
