```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Charles F. Harper","n/a","n/a","28.69%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Clementine B. Harper","n/a","n/a","15.65%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Ray H. McLaughlin","n/a","n/a","8.40%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Christopher S. Harper","n/a","n/a","2.57%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Charles D. Harper","n/a","n/a","2.00%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Pinckard,"AL"","2022","W. Mlach McNab","n/a","n/a","1.19%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","W. E. Blackwell,"Jr."","n/a","n/a","0.45%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Robert H. Brogden","n/a","n/a","0.45%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Skipperville,"AL"","2022","Bobby G. Snell","n/a","n/a","0.45%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Ozark,"AL"","2022","Michael V. Brauer","n/a","n/a","0.45%","n/a"
"Commercial Bancshares of Ozark,"Inc."","Baallaville,"MD"","2022","Patricia Brown","n/a","n/a","13.88%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Commercial Bancshares of Ozark,"Inc."","Director\nChairman of the Board","Charles F. Harper","Director\nChairman of the Board","The Commercial Bank of Ozark","2022","N/A","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Clementine B. Harper","Director","The Commercial Bank of Ozark","2022","Retired","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Clementine B. Harper","President","Brown Real Est. Co. Inc.","2022","Retired","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Ray H. McLaughlin","Director","The Commercial Bank of Ozark","2022","Dentist","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director\nPresident & CEO","Christopher S. Harper","Director","The Commercial Bank of Ozark","2022","N/A","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Charles D. Harper","Director\nPresident & CEO","The Commercial Bank of Ozark","2022","N/A","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","W. Mlach McNab","Director","The Commercial Bank of Ozark","2022","CPA","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","W. Mlach McNab","President/Owner","W. Mlach McNab","2022","CPA","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","W. E. Blackwell,"Jr."","Director","The Commercial Bank of Ozark","2022","Retired","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Robert H. Brogden","Director","The Commercial Bank of Ozark","2022","Attorney","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Robert H. Brogden","n/a","Brogden Law Firm","2022","Attorney","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Bobby G. Snell","Director","The Commercial Bank of Ozark","2022","Veterinarian","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Bobby G. Snell","n/a","Ozark Veterinary Clinic","2022","Veterinarian","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Michael V. Brauer","Director","The Commercial Bank of Ozark","2022","Entrepreneur","n/a"
"Commercial Bancshares of Ozark,"Inc."","Director","Michael V. Brauer","CEO","Brauer Aerospace Products","2022","Entrepreneur","n/a"
"Commercial Bancshares of Ozark,"Inc."","n/a","Patricia Brown","Prin. Shareholder","The Commercial Bank of Ozark","2022","School Teacher","n/a"
```
