```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"American Commerce Bancshares,"Inc."","Northbrook","2020","Bixby Bridge Financial Trust,"u/t/a"","Common Stock","4911539","99.98%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Commerce Bancshares,"Inc."","Director & Chairman","David D. Colburn","Director & Chairman","Bixby Bridge Financial Trust u/t/a dated July 19,"2012"","2020"
"American Commerce Bancshares,"Inc."","Director","J. William Richardson","Director","Richardson Family,"LLC"","2020"
"American Commerce Bancshares,"Inc."","Director","Cheryl Routson","Director","TSCG,"Inc."","2020"
"American Commerce Bancshares,"Inc."","Director","John Steele","Director","n/a","2020"
"American Commerce Bancshares,"Inc."","Director & CEO","David A. Tate","Director & CEO","n/a","2020"
"American Commerce Bancshares,"Inc."","Director","Stephen R. Winn","Director","Florida Osteopathic Medical Association","2020"
"American Commerce Bancshares,"Inc."","Director","Raymond Burrell","Director & Marketing Coordinator","n/a","2020"
"American Commerce Bancshares,"Inc."","Director","Larry R. Mathews","Director","n/a","2020"
"American Commerce Bancshares,"Inc."","Treasurer","Robert D. Koncerak","EVP/COO-CFO","n/a","2020"
```
