```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Auburn National Bancorporation,"Inc."","Auburn","2023","Sandra J Spencer","n/a","743373","21.28%"
"Auburn National Bancorporation,"Inc."","Auburn","2023","Emil F. Wright,"Jr."","n/a","334164","9.56%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Auburn National Bancorporation,"Inc."","Chairman","Robert Dumas","Chairman of Auburn Bank","East Alabama Medical Center","2023"
"Auburn National Bancorporation,"Inc."","President and CEO","David Hedges","President & CEO of Aubumbank","None","2023"
"Auburn National Bancorporation,"Inc."","SVP & CFO","James Walker","SVP & CFO of Aubum Bank","None","2023"
"Auburn National Bancorporation,"Inc."","Director","William F. Ham,"Jr"","Director of AuburnBank","Varsity Enterprises","2023"
"Auburn National Bancorporation,"Inc."","Secretary and Treasurer","C. Wayne Alderman","Director of AuburnBank","IntraMicron,"Inc"","2023"
"Auburn National Bancorporation,"Inc."","Director","J. Tutt Barrett","Director of AuburnBank","Barrett,"Satterwhite and Hood","LLC"","2023"
"Auburn National Bancorporation,"Inc."","Retired","Anne May","Director of AuburnBank","none","2023"
"Auburn National Bancorporation,"Inc."","Director","Terry W. Andrus","Director of AuburnBank","none","2023"
"Auburn National Bancorporation,"Inc."","Director","David E. Housel","Director of AuburnBank","Auburn University","2023"
"Auburn National Bancorporation,"Inc."","Director","Lauretta Cooper","Director of AuburnBank","Auburn Industrial Board","2023"
```
