```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Citizens Bancorporation,"Inc."","Plaquemine,"LA"","2015","Edward B. Middleton","n/a","4550","18.22%","1084472"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Citizens Bank and Trust Company","Chairman of the Board of Directors","Edward B. Middleton","Owner","Rental Properties Limited","2015","Bank Executive","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Manager","DSDC,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","President","Acadian Research","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Manager","Louisiana Oil Group,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Manager","Louisiana Royalty Partners,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Manager","Bayou Jonson,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Manager","Geoterre,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","President","Belwood Exploration","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Member","Buckston Bayou,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Roland F. Dugas III","Member","Buck Road Properties,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Charles E. Schwing","Chairman","Schwing Mgmt. LLC","2015","Retired","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","President","Animal Medical Center of Plaquemine Inc.","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","President","Thistlethwaite Planning,"Co. LTD"","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","Managing Member","Edward T,"LLC"","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","Managing Partner","Thisco Partnership","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","Managing Member","Thistlethwaite Family Investments,"LLC"","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Patrick Thistlethwaite","Managing Member","Thistlesoar,"LLC"","2015","Veterinarian","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","ETEC Sales","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","Basin Enterprises","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Iberville Services,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Member","Environmental Tech Solutions,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","True Hope Enterprises","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","ETEC Services","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Louisiana Power Service,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Pinelog Plantation Ranch,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Black Gold Investments","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","The Musketeers Refining Group,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Trinity Global Group of LA","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","Louisiana Power Group,"Inc."","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","President","Red Stick Contractors,"Inc"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","River City Group,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","River Country Services,"LLC."","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Hebert Family Sanctuary,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","Ronald R. E. Hebert","Managing Member","Rainmaker Group,"LLC"","2015","Businessman","n/a"
"Citizens Bank and Trust Company","Director","R. Wendel Foushee","Partner","Old Forge Syndicate,"LLC"","2015","Retired","n/a"
"Citizens Bank and Trust Company","Secretary","William C. Blackwood,"Jr."","Managing Member","Alakazam,"LLC"","2015","Bank Executive","n/a"
"Citizens Bank and Trust Company","Treasurer","Joycelyn F. Lamothe","None","None","2015","Bank Executive","n/a"
