```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"American Bancorp,"Inc."","Opelousas","2018","The Diesi Family Trusts","Common Stock","16000","20.51%"
"American Bancorp,"Inc."","Opelousas","2018","Ronald J. Lashute","Common Stock","17821","22.84%"
"American Bancorp,"Inc."","Clearwater","2018","Diane F Brown","Common Stock","5969","7.65%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Bancorp,"Inc."","Director","Jasper J. Artall,"Sr."","Director","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","Director","Elaine E. Diesi","Director,"Asst VP & Brnch Mgr"","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","Director & Chairman of the Board","Joseph W. Diesi","Director & Chairman of the Board","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","n/a","The Diesi Family Trust","None","n/a","2018"
"American Bancorp,"Inc."","n/a","Samuel C. Diesi","Director","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","Director","Alvin A. Haynes,"II"","Director","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","Director","Charles R. Jagneaux","Director","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","President & CEO","Ronald J. Lashute","Director,"CEO & President"","American Bank & Trust Company","2018"
"American Bancorp,"Inc."","Vice President & CFO","George H. Comeau","Vice President,"CFO & Cashier"","American Bank & Trust Company","2018"
```
