```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"CCF Holding Company","Virginia,"USA"","2018","Ken Lehman","Common Stock","1231258","57.00%","n/a"
"CCF Holding Company","Fayetteville,"Georgia","USA"","2018","Scarbrough,"et al"","Common Stock","110625","5.12%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"CCF Holding Company","Director","Stephen E. Boswell","n/a","Stephen E. Boswell PC","2018","Retired Superior Court Judge","n/a"
"CCF Holding Company","Director","John C. Bowdoin","n/a","n/a","2018","Retired Banker","n/a"
"CCF Holding Company","Director","Michael Burt","Executive Director","Life & Money Matters (non-profit)","2018","Financial Advisor","n/a"
"CCF Holding Company","Director","Dick Florin","n/a","n/a","2018","Retired Banker","n/a"
"CCF Holding Company","Director","Dennis Gilmer","n/a","n/a","2018","Retired Banker","n/a"
"CCF Holding Company","Director & Secretary","Roy V. Hall","Director","Macedonian Call Foundation,"Inc."","2018","Certified Public Accountant","n/a"
"CCF Holding Company","Director & Secretary","Roy V. Hall","Owner","RV Hall,"Inc."","2018","Certified Public Accountant","n/a"
"CCF Holding Company","Director & Chairman","Edwin S. Kemp,"Jr."","President","Edwin S. Kemp,"Jr. Attorney"","2018","Attorney","n/a"
"CCF Holding Company","Director","Ken Lehman","n/a","n/a","2018","Private Investor","n/a"
"CCF Holding Company","Director","John T. Mitchell","n/a","Adams-Mitchell Realty,"Inc."","2018","Realtor","n/a"
"CCF Holding Company","President & CEO","Leonard A. Moreland","n/a","n/a","2018","Banker","n/a"
"CCF Holding Company","Director","C. T. ""Tommy"" Segers","n/a","n/a","2018","Retired Banker","n/a"
"CCF Holding Company","Director","David B. Turner","n/a","n/a","2018","Retired Banker","n/a"
"CCF Holding Company","Sr. VP","Shirley Etheridge","n/a","n/a","2018","Banker","n/a"
"CCF Holding Company","Sr. VP & CFO","Mary Jo Jester","Owner","Jester Rentals,"Inc."","2018","Banker","n/a"
"CCF Holding Company","Sr. VP","Howard B. ""Rocky"" Lipham,"III"","n/a","n/a","2018","Banker","n/a"
"CCF Holding Company","Sr. VP","Edith W. Stevens","n/a","n/a","2018","Banker","n/a"
"CCF Holding Company","Sr. VP","John Westervelt","Director & Secretary","Clayton County Water Authority","2018","Banker","n/a"
"CCF Holding Company","Sr. VP","Kathy Zovlonsky","n/a","n/a","2018","Banker","n/a"
"CCF Holding Company","Principal Securities Holder","Scarbrough,"et al"","n/a","n/a","2018","n/a","n/a"
```
