```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"CB&T Holding Corporation","New Orleans,"LA"","2022","Gary N. Solomon,"Sr."","Common Stock","31204","18.20%","n/a"
"CB&T Holding Corporation","New Orleans,"LA"","2022","Martha Newman Solomon","Common Stock","31203","18.20%","n/a"
"CB&T Holding Corporation","New Orleans,"LA"","2022","Sam M. and Gloria S. Newman","Common Stock","29410","17.15%","n/a"
"CB&T Holding Corporation","Omaha,"NE"","2022","Boston Omaha Investments,"LLC"","Common Stock","26748","15.60%","n/a"
"CB&T Holding Corporation","New Orleans,"LA"","2022","2020 Martha Newman Solomon Family Trust","Common Stock","16658","9.71%","n/a"
"CB&T Holding Corporation","New Orleans,"LA"","2022","2020 Gary N. Solomon,"Sr. Family Trust"","Common Stock","16658","9.71%","n/a"
"CB&T Holding Corporation","New Orleans,"LA"","2022","SMS Capital,"LLC"","Common Stock","14705","8.58%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Ahlstedt Logistics,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Broadway Natchez Investors,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Broadway Natchez Investors II,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Charlotte Prime,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Clean Surface,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Consol Restaurant Group,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Daiquiris Chalmette Partnership","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Daiquiris-Riverwalk Limited Partnership","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Fat Tuesday Bayside Partnership","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Fat Tuesday Cocowalk Partnership","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Finance America Business Group,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Forever 51,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","GNS & CSS Ventures,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","GNS of Riverwalk,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","GSM Rentals,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Gulf Coast Shippers,"LP"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Health Science Park,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Lucy's Duval,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Lucy's Worldwide,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","M & G Oil,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","MGR Partners,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","MNS of Chalmette,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","MNS of Cocowalk,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","MNS of Miami,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","MNS Ventures,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Managed Shipping Solutions,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Napa on Providence,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Napa-Mt. Pleasant,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","NDS Sales,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Oak Place Properties,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Penthouse Clubs Global Licensing,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Penthouse Clubs Worldwide,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Petro Lift Royalties,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Pompano Place Development,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","S & G Capital,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","SBC Restaurants,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","SC Business Development,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Solomon Family Ventures,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Solopain,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","SOMEX Restaurants,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Southern Oil Systems,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Southpoint Credit Services,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","T-Street,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","Tales IP,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","TNGP,"Inc."","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","TP Clearview,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director/Chairman Crescent Bank","Gary N. Solomon,"Sr."","Director & Chairman","TP Lake Charles,"LLC"","2022","Owner","n/a"
"CB&T Holding Corporation","Director","Martha Newman Solomon","n/a","n/a","2022","Entrepreneur","n/a"
"CB&T Holding Corporation","Shareholder","Sam M. and Gloria S. Newman","n/a","n/a","2022","Trust","n/a"
"CB&T Holding Corporation","Shareholder","Boston Omaha Investments,"LLC"","n/a","n/a","2022","Subsidiary of Public Holding Company","n/a"
"CB&T Holding Corporation","Shareholder","2020 Martha Newman Solomon Family Trust","n/a","n/a","2022","Trust","n/a"
"CB&T Holding Corporation","Shareholder","2020 Gary N. Solomon,"Sr. Family Trust"","n/a","n/a","2022","Trust","n/a"
"CB&T Holding Corporation","Shareholder","SMS Capital,"LLC"","n/a","n/a","2022","Limited Liability Corporation","n/a"
"CB&T Holding Corporation","Director","Robert Redfearn","n/a","Crescent Bank","2022","Attorney","n/a"
"CB&T Holding Corporation","Director","Brian C. Gibbs","n/a","Crescent Bank","2022","Manager","n/a"
"CB&T Holding Corporation","Director","Fred B. Morgan,"III"","Director/President/Vice Chairman","n/a","2022","President/Vice Chairman","n/a"
"CB&T Holding Corporation","Director","Gary N. Solomon,"Jr."","n/a","Crescent Bank","2022","President","n/a"
"CB&T Holding Corporation","Director","Sam M. Solomon","n/a","Crescent Bank","2022","President/Owner","n/a"
"CB&T Holding Corporation","Director","Conway S. Solomon","n/a","Crescent Bank","2022","Investor","n/a"
"CB&T Holding Corporation","Director","Thomas A. Weslocky","n/a","Crescent Bank","2022","Retired","n/a"
"CB&T Holding Corporation","Director","Adam K. Peterson","n/a","Crescent Bank","2022","CEO/Chairman","n/a"
"CB&T Holding Corporation","Chief Executive Officer/ Crescent Bank","Brian R. Donohue","Chief Executive Officer","MSK Associates","2022","Chief Executive Officer","n/a"
"CB&T Holding Corporation","Chief Financial Officer/ Crescent Bank","Stephen M. Notarianni","Chief Financial Officer/ Treasurer","n/a","2022","Chief Financial Officer","n/a"
```
