```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"LAGUNA MADRE BANCSHARES INC.","Principal Securities Holder","Laguna Madre Bancshares,"Inc."","n/a","n/a","2023","N/A","100.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","n/a","Franke II,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","President","Franke GP,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","Managing Member","Franke Development,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","Sec/Treas","Shores Development,"Inc."","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","Sec/Treas","Shores Owner Association","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","President","Padre Shores II,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","Co-Trustee","The Dennis and Ellen Franke Revocable Trust uta dated 11/4/2002","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Dennis Franke","VP","Island Innkeepers No 1,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","n/a","Franke II,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","Vice-President","Franke GP,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","Managing Member","Franke Development,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","President","Shores Development,"Inc."","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","VP","Shores Owner Association","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","VP,"Sec.","Treas."","Padre Shores II,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","Co-Trustee","The Richard and Becky Revocable Trust uta dated 5/13/2008","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","President","Island Innkeepers No 1,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","President","Island Innkeepers No 2,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","Manager","363 Redstons,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Richard Franke","Manager","RFSR Investments,"LLC"","2023","Real Estate Developer","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director & President","Charles Rogan","n/a","None","2023","N/A","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director & Vice President","John P. Franke","President","The Franke Law Firm,"P.C."","2023","Attorney","0.000%","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","Director","Trevor Franke","Managing Director","JLL","2023","Commercial Real Estate Broker","0.00% ","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","n/a","Denise Franke Yeary","n/a","N/A","2023","N/A","0.00% ","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","n/a","Kevin C. Franke","n/a","N/A","2023","N/A","0.00% ","n/a","None"
"LAGUNA MADRE BANCSHARES INC.","n/a","Richard J. Franke Jr.","n/a","N/A","2023","N/A","0.00% ","n/a","None"
```
