### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Community Bancshares,"Inc."","Bridgeport,"TX"","2023","Kirby Elenburg","Voting Securities","169912","19.65%","n/a"
"Community Bancshares,"Inc."","Bridgeport,"TX"","2023","John Crisp","Voting Securities","163097","18.86%","n/a"
"Community Bancshares,"Inc."","Fort Worth,"TX"","2023","Ronnie Hess","Voting Securities","124154","14.36%","n/a"
"Community Bancshares,"Inc."","Bridgeport,"TX"","2023","Scott Stowers","Voting Securities","113294","13.10%","n/a"
"Community Bancshares,"Inc."","Bridgeport,"TX"","2023","Dwayne Garrett","Voting Securities","92588","10.71%","n/a"
"Community Bancshares,"Inc."","Bridgeport,"TX"","2023","Caprice K. Garrett","Voting Securities","92588","10.71%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"Community Bancshares,"Inc."","President,"CEO","Director"","Theresa East","2023","Banker","2.00%","n/a","N/A"
"Community Bancshares,"Inc."","Principal Shareholder,"Chairman","Director"","John Crisp","2023","Steel Company Owner","18.86%","n/a","n/a"
"Community Bancshares,"Inc."","Director,"Vice Chairman"","Scott Allred","2023","Retired Banker","0.18%","n/a","N/A"
"Community Bancshares,"Inc."","Principal Shareholder,"Director"","Scott Stowers","2023","Surgeon","13.10%","n/a","N/A"
"Community Bancshares,"Inc. Inc."","Principal Shareholder,"Director"","Ronnie Hess","2023","Retired Lumber Company Owner","14.36%","n/a","n/a"
"Community Bancshares,"Inc."","Director","Mike Richey","2023","Oilfield Construction Company Owner","1.66%","n/a","n/a"
"Community Bancshares,"Inc."","Principal Shareholder,"Director"","Kirby Elenburg","2023","Oilfield Construction Company Owner","19.65%","n/a","n/a"
"Community Bancshares,"Inc."","Principal Shareholder,"Director"","Dwayne Garrett","2023","Trucking Company Owner","10.71%","n/a","n/a"
"Community Bancshares,"Inc."","Director","Adreane Fippinger","2023","Marketing Director","2.11%","n/a","n/a"
"Community Bancshares,"Inc."","Director","Jeff Hess","2023","Market Manager","0.24%","n/a","N/A"
"Community Bancshares,"Inc."","Director,"SVP","CCO"","Joe Murphy","2023","Banker","0.80%","n/a","N/A"
"Community Bancshares,"Inc."","Director","Brandon Kennedy","2023","Manager","0.58%","n/a","N/A"
"Community Bancshares,"Inc."","Director,"President"","Jamie Cook","2023","Banker","0.01%","n/a","N/A"
"Community Bancshares,"Inc."","Principal Shareholder","Caprice K. Garrett","2023","Oilfield Service Company Owner","10.71%","n/a","n/a"
