### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Michael J. Gadio,"Jr."","Common Stock","1009","0.299%","n/a"
"HOMETOWN BANCSHARES,"INC."","Friendswood,"Texas"","2023","Nicolas A. Gaido","Common Stock","11000","3.259%","n/a"
"HOMETOWN BANCSHARES,"INC."","Friendswood,"Texas"","2023","Christian Gaido","Common Stock","3251","0.963%","n/a"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Kimberly A. Gaido","Common Stock","1734","0.514%","n/a"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Michael J. Gaido,"III"","Common Stock","978","0.290%","n/a"
"HOMETOWN BANCSHARES,"INC."","Houston,"Texas"","2023","Lynette Gaido","Common Stock","454","0.135%","n/a"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Dorthea Mathews Balentine","Common Stock","6252","1.852%","n/a"
"HOMETOWN BANCSHARES,"INC."","Dallas,"Texas"","2023","Frances Moody Dahlberg","Common Stock","5778","1.712%","n/a"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Lea Mcleod Mathews","Common Stock","5778","1.712%","n/a"
"HOMETOWN BANCSHARES,"INC."","League City,"Texas"","2023","Enterprise Capital Partners LP","Common Stock","5778","1.712%","n/a"
"HOMETOWN BANCSHARES,"INC."","Galveston,"Texas"","2023","Allan W. Mathews","Common Stock","2889","0.856%","n/a"
"HOMETOWN BANCSHARES,"INC."","League City,"Texas"","2023","E. Vince Mathews,"III"","Common Stock","300","0.089%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"HOMETOWN BANCSHARES,"INC."","President,"CEO","Director"","Allan Rasmussen,"Jr."","2023","N/A","0.119%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","EVP,"CFO"","Kyle McFatridge","2023","N/A","0.059%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Dorthea Mathews Balentine","2023","Retired / Investments","1.852%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Kent Ballard","2023","Real Estate Broker","0.352%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Stacy Dienst","2023","Retired","2.030%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Maurice Estlinbaum","2023","Retired","1.540%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Sidney C. Farmer,"III"","2023","Executive","0.488%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Michael J. Gaido Jr.","2023","Business Owner","0.299%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Nicolas A. Gaido","2023","Business Owner","3.259%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","E. Vince Mathews III","2023","Attorney","1.801%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Robert L Moody,"Jr."","2023","Insurance Executive","1.498%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","Jimmy Rasmussen","2023","CEO Emeritus","3.193%","n/a","n/a"
"HOMETOWN BANCSHARES,"INC."","Director","G. William Rider","2023","Attorney","3.519%","n/a","n/a"
